Batch Size,L1 Nodes,L1 Regularization,L1 Dropout,L2 Nodes,L2 Regularization,L2 Dropout,Learning Rate,Accuracy
274.0,182.0,0.0,0.3,266.0,0.0007,0.53,0.00030000000000000003,0.5520504713058472
244.0,280.0,9e-05,0.51,33.0,0.009000000000000001,0.26,6e-06,0.5268138647079468
455.0,497.0,0.0004,0.44,432.0,0.7000000000000001,0.34,0.2,0.5284810066223145
35.0,65.0,6.000000000000001e-05,0.75,279.0,0.002,0.45,0.6000000000000001,0.4511041045188904
25.0,44.0,0.0,0.29,439.0,1e-05,0.63,9e-06,0.511867105960846
497.0,209.0,0.0,0.06,110.0,0.003,0.17,0.7000000000000001,0.4511041045188904
279.0,337.0,0.0007,0.31,259.0,0.9,0.79,0.04,0.5962145328521729
72.0,406.0,0.5,0.59,168.0,0.0,0.2,9e-05,0.4920886158943176
127.0,219.0,8e-05,0.29,301.0,6.000000000000001e-05,0.25,0.9,0.4511041045188904
162.0,47.0,0.0,0.71,415.0,0.07,0.35,0.00030000000000000003,0.5362775921821594
278.0,439.0,0.9,0.35,233.0,6.000000000000001e-05,0.14,6e-06,0.5236592888832092
379.0,75.0,0.0001,0.72,491.0,0.0,0.25,0.0009000000000000001,0.5867508053779602
206.0,259.0,0.9,0.53,79.0,0.05,0.18,1e-05,0.47949525713920593
379.0,132.0,0.0005,0.09,415.0,0.8,0.4,0.06,0.5899053812026978
147.0,57.0,0.6000000000000001,0.12,133.0,0.004,0.01,3.0000000000000004e-05,0.539432168006897
431.0,388.0,3.0000000000000004e-05,0.57,361.0,0.008,0.54,1e-06,0.4952681362628937
237.0,255.0,0.9,0.05,195.0,0.004,0.4,0.0002,0.515031635761261
425.0,166.0,0.0,0.17,104.0,0.6000000000000001,0.08,2e-05,0.5709779262542725
321.0,224.0,5e-05,0.27,55.0,0.0,0.72,0.006,0.5772870779037476
242.0,237.0,0.0006000000000000001,0.54,410.0,2e-05,0.11,0.003,0.5804416537284851
434.0,52.0,9e-05,0.69,171.0,0.0008,0.24,0.05,0.5427215099334717
500.0,356.0,0.02,0.57,234.0,0.03,0.8,4e-06,0.4984227120876312
259.0,209.0,0.03,0.32,426.0,0.006,0.11,0.06,0.4612341821193695
125.0,390.0,0.004,0.17,64.0,0.07,0.28,6.000000000000001e-05,0.5835962295532227
335.0,323.0,0.06,0.51,149.0,0.05,0.39,9e-06,0.5678233504295349
175.0,146.0,0.09,0.64,109.0,0.0004,0.25,0.9,0.46993669867515564
393.0,65.0,0.0,0.4,460.0,1e-05,0.19,0.30000000000000004,0.4511041045188904
34.0,241.0,0.006,0.02,327.0,9e-05,0.59,0.2,0.4511041045188904
300.0,191.0,0.4,0.42,412.0,0.01,0.24,0.9,0.4612341821193695
124.0,254.0,0.9,0.07,440.0,0.5,0.2,0.0001,0.4511041045188904
383.0,194.0,0.0006000000000000001,0.23,423.0,0.4,0.56,0.05,0.6056782603263855
59.0,306.0,0.0009000000000000001,0.21,427.0,1e-05,0.09,0.004,0.6151419281959534
102.0,440.0,6.000000000000001e-05,0.55,201.0,0.0009000000000000001,0.58,8e-05,0.5772870779037476
6.0,410.0,0.008,0.22,452.0,0.1,0.67,0.009000000000000001,0.4511041045188904
433.0,367.0,0.0004,0.24,281.0,0.5,0.7,0.00030000000000000003,0.5772870779037476
54.0,106.0,0.0009000000000000001,0.04,14.0,1e-05,0.1,0.03,0.5835962295532227
179.0,54.0,0.0009000000000000001,0.0,120.0,3.0000000000000004e-05,0.03,6.000000000000001e-05,0.5899053812026978
183.0,42.0,0.0,0.65,311.0,0.0002,0.76,0.00030000000000000003,0.5709779262542725
427.0,125.0,0.0,0.15,89.0,0.05,0.14,0.0001,0.5646687746047974
496.0,277.0,0.03,0.39,214.0,0.002,0.52,0.8,0.4511041045188904
34.0,383.0,2e-05,0.25,73.0,0.0007,0.02,0.4,0.4511041045188904
38.0,310.0,0.0006000000000000001,0.27,225.0,0.0006000000000000001,0.03,7.000000000000001e-05,0.57413250207901
247.0,344.0,0.30000000000000004,0.17,32.0,8e-05,0.33,8e-05,0.48580440878868103
177.0,427.0,0.0,0.02,301.0,0.05,0.78,0.04,0.5772870779037476
461.0,434.0,0.0002,0.22,11.0,0.30000000000000004,0.08,2e-06,0.5835962295532227
167.0,458.0,0.8,0.68,275.0,0.0,0.54,0.07,0.49762657284736633
266.0,163.0,8e-05,0.35,192.0,0.0,0.32,0.0005,0.5678233504295349
127.0,316.0,0.0001,0.12,204.0,0.006,0.47,0.0009000000000000001,0.5899053812026978
3.0,59.0,0.5,0.06,300.0,5e-05,0.53,9e-05,0.5835962295532227
206.0,235.0,0.0,0.33,168.0,0.0002,0.78,9e-05,0.511040985584259
