Batch Size,L1 Nodes,L1 Regularization,L1 Dropout,L2 Nodes,L2 Regularization,L2 Dropout,Learning Rate,Accuracy
158.0,475.0,0.8,0.5,207.0,0.03,0.51,0.8,0.5329104065895081
473.0,51.0,9e-05,0.39,170.0,0.5,0.24,0.004,0.5759493708610535
266.0,491.0,0.0,0.65,295.0,0.4,0.38,0.08,0.4615384638309479
400.0,418.0,4e-05,0.05,155.0,1e-05,0.72,0.0007,0.594936728477478
464.0,494.0,0.1,0.38,247.0,0.9,0.79,0.008,0.4556961953639984
425.0,435.0,7.000000000000001e-05,0.68,33.0,0.0006000000000000001,0.06,6e-06,0.5569620132446289
152.0,118.0,0.6000000000000001,0.5,178.0,0.7000000000000001,0.22,8e-05,0.4988104701042175
95.0,394.0,0.003,0.08,194.0,0.004,0.68,0.30000000000000004,0.4556961953639984
406.0,496.0,0.0,0.59,158.0,0.005,0.0,8e-06,0.5316455960273743
333.0,337.0,0.002,0.06,121.0,0.002,0.26,0.6000000000000001,0.4556961953639984
385.0,418.0,0.0001,0.44,213.0,0.004,0.22,8e-05,0.5696202516555786
131.0,363.0,0.006,0.1,289.0,8e-05,0.77,0.9,0.4556961953639984
255.0,460.0,0.7000000000000001,0.52,438.0,0.8,0.01,0.001,0.4924663007259369
71.0,321.0,0.05,0.45,52.0,5e-05,0.01,5e-05,0.5759493708610535
391.0,470.0,0.009000000000000001,0.57,417.0,0.0007,0.35,0.0007,0.5854430198669434
58.0,376.0,0.03,0.76,500.0,0.0,0.43,0.0008,0.594936728477478
100.0,444.0,0.008,0.15,224.0,0.02,0.76,0.006,0.5886076092720032
73.0,100.0,0.0,0.46,350.0,0.2,0.44,0.6000000000000001,0.4556961953639984
188.0,282.0,0.0,0.2,52.0,0.03,0.51,0.05,0.594936728477478
242.0,315.0,9e-05,0.15,318.0,0.2,0.16,0.07,0.4662965834140778
133.0,165.0,0.004,0.57,87.0,0.4,0.16,0.02,0.5273592472076416
275.0,148.0,2e-05,0.67,39.0,0.0,0.02,7.000000000000001e-06,0.5348101258277893
421.0,110.0,0.009000000000000001,0.66,285.0,0.6000000000000001,0.09,0.05,0.526566207408905
167.0,424.0,0.0,0.38,381.0,0.008,0.58,0.05,0.5126582384109497
258.0,67.0,0.02,0.18,430.0,0.30000000000000004,0.64,0.0007,0.5537974834442139
252.0,307.0,8e-05,0.14,44.0,0.8,0.63,0.002,0.5791139006614685
203.0,145.0,0.004,0.27,370.0,0.0006000000000000001,0.49,0.06,0.4556961953639984
446.0,415.0,5e-05,0.06,111.0,0.9,0.73,7.000000000000001e-06,0.5379746556282043
235.0,437.0,0.0007,0.06,71.0,2e-05,0.22,9e-05,0.5791139006614685
431.0,81.0,0.02,0.75,259.0,0.30000000000000004,0.72,0.4,0.5348101258277893
192.0,76.0,0.04,0.09,87.0,0.0,0.39,0.04,0.5696202516555786
230.0,235.0,8e-05,0.46,292.0,0.0001,0.01,0.004,0.6139240264892578
246.0,163.0,0.04,0.49,304.0,0.0,0.62,6e-06,0.4968354403972626
65.0,327.0,0.8,0.67,336.0,9e-05,0.64,0.0006000000000000001,0.5822784900665283
199.0,476.0,0.006,0.45,245.0,8e-05,0.72,0.0006000000000000001,0.5822784900665283
132.0,483.0,0.006,0.19,461.0,0.4,0.66,9e-05,0.5632911324501038
12.0,462.0,6.0000000000000015e-05,0.04,342.0,0.0006000000000000001,0.78,3e-06,0.5664557218551636
451.0,444.0,0.04,0.34,190.0,0.0001,0.21,0.0009000000000000002,0.5854430198669434
82.0,321.0,0.0005,0.16,415.0,0.0,0.49,0.30000000000000004,0.4556961953639984
270.0,174.0,0.07,0.14,171.0,2e-05,0.6,3e-06,0.4968354403972626
18.0,326.0,0.7000000000000001,0.23,393.0,0.05,0.01,0.6000000000000001,0.4615384638309479
350.0,149.0,0.00030000000000000003,0.52,236.0,0.002,0.61,2e-06,0.4932593107223511
370.0,279.0,6.0000000000000015e-05,0.52,361.0,0.07,0.7,3e-06,0.547468364238739
293.0,304.0,0.08,0.6,242.0,0.06,0.17,0.2,0.4556961953639984
64.0,254.0,0.0004,0.58,473.0,0.0005,0.49,0.0009000000000000002,0.5664557218551636
226.0,313.0,0.008,0.72,214.0,0.005,0.51,6.0000000000000015e-05,0.5981012582778931
171.0,316.0,7.000000000000001e-05,0.09,487.0,0.005,0.25,7.000000000000001e-05,0.5791139006614685
311.0,216.0,0.7000000000000001,0.77,398.0,0.0008,0.66,5e-06,0.4810126721858978
433.0,89.0,0.09,0.5,78.0,0.09,0.33,0.004,0.5440126657485962
360.0,147.0,0.0006000000000000001,0.51,428.0,0.004,0.08,0.003,0.5791139006614685
471.0,351.0,0.30000000000000004,0.46,205.0,0.30000000000000004,0.22,4e-05,0.4493670761585236
488.0,244.0,0.00030000000000000003,0.37,102.0,0.6000000000000001,0.8,0.004,0.5727847814559937
328.0,247.0,8e-05,0.07,357.0,4e-05,0.47,9e-06,0.6012658476829529
380.0,419.0,0.0005,0.14,231.0,0.003,0.04,0.7000000000000001,0.4980174601078034
183.0,275.0,0.0,0.57,452.0,0.6000000000000001,0.5,3e-06,0.5063291192054749
85.0,417.0,4e-05,0.5,85.0,0.6000000000000001,0.3,9e-05,0.5727847814559937
184.0,379.0,0.03,0.8,487.0,1e-05,0.6,5e-06,0.4873417615890503
450.0,388.0,0.6000000000000001,0.4,312.0,0.006999999999999999,0.2,1e-06,0.5063291192054749
194.0,296.0,0.03,0.77,417.0,0.0,0.69,0.6000000000000001,0.4556961953639984
388.0,119.0,0.0,0.32,215.0,0.004,0.04,0.6000000000000001,0.4556961953639984
431.0,71.0,7.000000000000001e-05,0.17,429.0,0.005,0.44,0.2,0.4556961953639984
385.0,236.0,0.4,0.33,317.0,0.005,0.01,8e-05,0.5236592888832092
327.0,173.0,0.30000000000000004,0.26,260.0,5e-05,0.14,8e-06,0.4889589846134186
41.0,453.0,0.06,0.12,380.0,0.001,0.11,0.05,0.4612341821193695
140.0,428.0,0.03,0.03,139.0,0.04,0.71,0.00030000000000000003,0.5709779262542725
390.0,107.0,0.0009000000000000001,0.79,205.0,0.001,0.07,8e-06,0.49211356043815613
317.0,63.0,0.02,0.33,252.0,4e-05,0.33,0.009000000000000001,0.57413250207901
392.0,180.0,0.05,0.2,210.0,0.0,0.71,0.001,0.5835962295532227
479.0,105.0,0.5,0.59,391.0,0.006,0.69,0.0004,0.4826498329639435
102.0,317.0,0.002,0.78,79.0,5e-05,0.74,0.6000000000000001,0.5110759735107422
63.0,112.0,0.1,0.4,113.0,8e-05,0.16,3e-06,0.5709779262542725
322.0,341.0,0.6000000000000001,0.39,68.0,0.05,0.37,4e-06,0.45425868034362793
398.0,375.0,0.01,0.05,399.0,0.03,0.65,0.01,0.5962145328521729
212.0,484.0,5e-05,0.02,441.0,0.0001,0.62,4e-05,0.5552050471305847
430.0,164.0,0.0,0.58,114.0,0.0,0.45,3.0000000000000004e-05,0.47949525713920593
215.0,192.0,0.0009000000000000001,0.28,144.0,0.02,0.19,0.0005,0.5646687746047974
387.0,482.0,0.0,0.66,205.0,9e-05,0.08,2e-06,0.4984227120876312
9.0,381.0,0.001,0.69,318.0,0.0006000000000000001,0.1,0.007,0.5930599570274353
1.0,354.0,7.000000000000001e-05,0.33,376.0,4e-05,0.13,0.0001,0.5930599570274353
61.0,476.0,0.01,0.78,214.0,0.9,0.47,0.0002,0.5078864097595215
172.0,442.0,0.009000000000000001,0.01,80.0,5e-05,0.46,9e-06,0.539432168006897
273.0,376.0,7.000000000000001e-05,0.44,376.0,0.009000000000000001,0.79,0.007,0.5899053812026978
111.0,200.0,0.006,0.41,45.0,0.0,0.36,0.01,0.5930599570274353
20.0,198.0,0.0008,0.76,390.0,0.002,0.24,0.05,0.4707278609275818
83.0,156.0,0.009000000000000001,0.44,168.0,2e-05,0.61,0.005,0.5804416537284851
465.0,303.0,0.002,0.8,78.0,0.0008,0.23,0.0004,0.5772870779037476
326.0,204.0,0.05,0.2,378.0,0.02,0.75,8e-05,0.47949525713920593
272.0,60.0,0.002,0.3,303.0,0.007,0.4,0.00030000000000000003,0.57413250207901
483.0,136.0,0.7000000000000001,0.66,368.0,0.009000000000000001,0.11,4e-06,0.4952681362628937
90.0,154.0,0.002,0.22,46.0,0.009000000000000001,0.57,0.005,0.5930599570274353
481.0,297.0,0.04,0.18,52.0,0.06,0.14,0.07,0.5063291192054749
77.0,364.0,0.5,0.59,305.0,0.30000000000000004,0.0,9e-05,0.5166139006614685
24.0,188.0,0.0001,0.71,102.0,0.008,0.71,2e-05,0.5615141987800598
284.0,180.0,7.000000000000001e-05,0.36,214.0,0.09,0.65,7.000000000000001e-05,0.5055379867553711
231.0,349.0,0.0004,0.58,394.0,0.06,0.25,0.002,0.5804416537284851
472.0,183.0,9e-05,0.4,298.0,0.30000000000000004,0.53,1e-05,0.47949525713920593
237.0,301.0,3.0000000000000004e-05,0.54,437.0,3.0000000000000004e-05,0.14,4e-05,0.5772870779037476
387.0,273.0,0.0009000000000000001,0.05,291.0,0.7000000000000001,0.27,0.005,0.5772870779037476
429.0,369.0,0.04,0.36,48.0,0.003,0.52,1e-05,0.5268138647079468
250.0,294.0,0.006,0.18,83.0,0.7000000000000001,0.04,0.4,0.4511041045188904
213.0,98.0,0.006,0.29,320.0,0.0,0.24,8e-06,0.5646687746047974
1.0,268.0,0.08,0.06,440.0,0.00030000000000000003,0.76,0.08,0.4511041045188904
370.0,63.0,0.0008,0.66,262.0,0.0009000000000000001,0.02,5e-05,0.5015772581100464
188.0,329.0,0.08,0.08,22.0,0.0004,0.29,0.001,0.5867508053779602
328.0,247.0,0.0,0.21,236.0,0.0,0.7,0.09,0.4612341821193695
179.0,135.0,0.07,0.53,179.0,0.08,0.02,0.04,0.5316455960273743
397.0,74.0,0.6000000000000001,0.53,390.0,3.0000000000000004e-05,0.53,0.0009000000000000001,0.57413250207901
183.0,337.0,0.01,0.72,322.0,0.08,0.8,0.008,0.6056782603263855
59.0,326.0,0.8,0.45,352.0,8e-05,0.8,8e-05,0.5078864097595215
81.0,108.0,4e-05,0.17,281.0,0.5,0.52,0.02,0.5899053812026978
314.0,170.0,0.7000000000000001,0.18,169.0,0.002,0.12,0.004,0.5520504713058472
