Batch Size,L1 Nodes,L1 Regularization,L1 Dropout,L2 Nodes,L2 Regularization,L2 Dropout,Learning Rate,Accuracy
428.0,315.0,0.006999999999999999,0.42,95.0,0.006,0.64,1e-06,0.08522283285856247
230.0,180.0,0.003,0.17,19.0,0.1,0.54,0.0005,0.12812499701976776
464.0,88.0,0.9,0.31,379.0,0.009000000000000001,0.16,0.02,0.10312499850988388
109.0,196.0,7.000000000000001e-05,0.61,464.0,0.5,0.28,0.0001,0.13213448226451874
349.0,279.0,8e-05,0.15,465.0,8e-05,0.03,0.0008,0.11562500149011612
230.0,487.0,0.008,0.1,65.0,8e-05,0.62,0.4,0.12587960064411166
486.0,294.0,5e-05,0.27,287.0,0.0008,0.59,4e-05,0.14687499403953552
349.0,145.0,0.05,0.41,181.0,3.0000000000000008e-05,0.05,0.0001,0.15000000596046448
241.0,47.0,1e-05,0.67,412.0,1e-05,0.73,0.0001,0.13750000298023224
459.0,103.0,0.0,0.17,404.0,2e-05,0.27,0.0005,0.140625
476.0,52.0,0.0009000000000000002,0.75,15.0,0.0,0.2,0.8,0.1352619230747223
5.0,196.0,0.0,0.09,111.0,0.02,0.76,0.09,0.1274433135986328
137.0,260.0,0.6000000000000001,0.19,360.0,0.0009000000000000002,0.27,0.7000000000000001,0.10312499850988388
257.0,312.0,0.4,0.18,308.0,0.5,0.02,2e-05,0.13760749995708466
410.0,121.0,0.001,0.76,411.0,0.06,0.19,0.001,0.14687499403953552
367.0,61.0,0.06,0.64,181.0,2e-05,0.51,6e-06,0.11562500149011612
489.0,338.0,0.0,0.04,8.0,0.0,0.0,0.04,0.14374999701976776
189.0,377.0,1e-05,0.19,74.0,0.07,0.2,0.7000000000000001,0.09062500298023224
110.0,439.0,0.0,0.24,225.0,6.0000000000000015e-05,0.45,0.0004,0.11874999850988388
323.0,449.0,0.4,0.4,179.0,0.002,0.49,0.1,0.10312499850988388
288.0,146.0,2e-05,0.36,207.0,0.08,0.66,0.04,0.14687499403953552
201.0,491.0,0.01,0.49,199.0,0.0005,0.6,0.01,0.12812499701976776
337.0,124.0,0.0009000000000000002,0.61,87.0,0.04,0.76,3e-06,0.05937499925494194
45.0,222.0,0.6000000000000001,0.64,183.0,0.09,0.18,3.0000000000000008e-05,0.11249999701976776
135.0,477.0,2e-05,0.27,361.0,0.07,0.49,0.001,0.140625
351.0,339.0,0.001,0.22,148.0,0.0,0.41,0.009000000000000001,0.11874999850988388
63.0,281.0,0.003,0.0,422.0,0.30000000000000004,0.29,9e-06,0.14374999701976776
401.0,213.0,0.002,0.7,254.0,0.005,0.54,0.07,0.11962470412254332
78.0,154.0,0.1,0.45,350.0,4e-05,0.49,0.01,0.1407349556684494
488.0,145.0,0.2,0.52,394.0,0.0,0.48,8e-05,0.13124999403953552
258.0,149.0,0.0001,0.62,461.0,0.0006000000000000001,0.36,0.09,0.10625000298023224
50.0,284.0,0.0,0.58,412.0,0.8,0.56,3e-06,0.11874999850988388
235.0,194.0,0.0007,0.23,471.0,0.07,0.36,0.005,0.14374999701976776
11.0,185.0,0.7000000000000001,0.53,57.0,0.4,0.26,0.01,0.10312499850988388
29.0,342.0,0.08,0.66,108.0,0.0001,0.16,4e-05,0.13124999403953552
207.0,191.0,0.00030000000000000003,0.14,23.0,6.000000000000001e-05,0.78,0.002,0.14933541417121887
157.0,167.0,8e-05,0.7,288.0,0.00030000000000000003,0.02,0.008,0.12812499701976776
3.0,488.0,0.0,0.55,73.0,0.0,0.64,0.0002,0.125
117.0,240.0,0.009000000000000001,0.28,278.0,1e-05,0.69,1e-05,0.11562500149011612
447.0,395.0,0.0,0.71,305.0,0.05,0.63,0.0008,0.140625
146.0,155.0,0.05,0.65,406.0,0.001,0.44,4.9999999999999996e-06,0.12587960064411163
335.0,79.0,0.04,0.51,354.0,0.0002,0.69,8e-06,0.11562500149011612
220.0,137.0,0.08,0.4,101.0,0.005,0.01,0.9,0.1086786538362503
164.0,402.0,0.04,0.01,155.0,0.07,0.14,9e-05,0.14374999701976776
149.0,85.0,0.9,0.47,472.0,0.001,0.48,0.007,0.10312499850988388
252.0,146.0,0.006,0.7,330.0,0.005,0.55,0.0004,0.15000000596046448
158.0,177.0,2e-05,0.35,56.0,0.01,0.67,0.0004,0.12812499701976776
41.0,160.0,0.01,0.12,56.0,0.004,0.17,0.2,0.13682565093040466
26.0,448.0,0.4,0.38,294.0,0.0008,0.74,0.7000000000000001,0.11415167897939682
403.0,413.0,7.000000000000001e-05,0.37,244.0,3.0000000000000004e-05,0.54,0.007,0.13437500596046448
44.0,135.0,5e-05,0.39,251.0,0.03,0.46,7e-06,0.12812499701976776
367.0,342.0,9e-05,0.75,482.0,0.0009000000000000001,0.69,0.007,0.13124999403953552
152.0,222.0,0.2,0.45,289.0,0.9,0.18,7.000000000000001e-05,0.13135261833667755
192.0,336.0,0.007,0.69,432.0,0.7000000000000001,0.02,0.4,0.10711493343114853
333.0,221.0,0.0001,0.7,151.0,0.4,0.15,0.04,0.16875000298023224
201.0,90.0,0.30000000000000004,0.44,401.0,0.0,0.58,9e-06,0.12812499701976776
66.0,420.0,0.9,0.72,308.0,0.00030000000000000003,0.15,6.000000000000001e-05,0.12509773671627045
455.0,283.0,0.02,0.52,250.0,5e-05,0.42,0.0004,0.13124999403953552
482.0,337.0,0.0,0.34,188.0,0.01,0.38,0.007,0.13124999403953552
320.0,150.0,0.007,0.05,71.0,0.0,0.51,0.1,0.11806098371744156
36.0,278.0,0.00030000000000000003,0.4,76.0,0.00030000000000000003,0.15,0.001,0.13750000298023224
396.0,437.0,0.01,0.58,111.0,0.005,0.67,0.0001,0.13124999403953552
109.0,234.0,0.30000000000000004,0.11,93.0,0.4,0.2,1e-06,0.13124999403953552
29.0,106.0,0.04,0.12,122.0,0.0007,0.2,0.0001,0.13124999403953552
333.0,171.0,0.02,0.03,463.0,0.004,0.07,0.04,0.16562500596046448
38.0,448.0,0.009000000000000001,0.51,212.0,0.006,0.38,0.30000000000000004,0.10312499850988388
494.0,51.0,0.5,0.06,180.0,0.1,0.79,0.004,0.10625000298023224
388.0,264.0,0.04,0.5,14.0,0.0004,0.76,4e-05,0.11562500149011612
348.0,75.0,0.0004,0.77,20.0,0.00030000000000000003,0.73,0.00030000000000000003,0.140625
436.0,297.0,6.000000000000001e-05,0.35,388.0,0.8,0.39,4e-05,0.15000000596046448
479.0,266.0,0.0,0.04,499.0,4e-05,0.45,0.9,0.10312499850988388
188.0,371.0,9e-05,0.24,380.0,0.0,0.02,0.00030000000000000003,0.13124999403953552
122.0,278.0,0.1,0.76,70.0,0.0004,0.08,0.0009000000000000001,0.13124999403953552
123.0,371.0,0.0,0.58,310.0,0.0008,0.55,0.02,0.11562500149011612
465.0,496.0,0.0008,0.22,87.0,0.0,0.61,0.07,0.13760749995708466
382.0,456.0,3.0000000000000004e-05,0.55,170.0,0.0,0.76,0.07,0.10312499850988388
432.0,64.0,0.6000000000000001,0.28,23.0,0.001,0.32,8e-06,0.140625
34.0,199.0,0.001,0.56,329.0,0.1,0.02,4.9999999999999996e-06,0.12812499701976776
156.0,125.0,0.6000000000000001,0.0,231.0,0.02,0.01,0.7000000000000001,0.10312499850988388
467.0,445.0,0.001,0.37,64.0,0.0,0.23,4e-06,0.15625
177.0,333.0,0.0,0.17,212.0,0.003,0.06,7.000000000000001e-05,0.140625
387.0,85.0,0.0004,0.15,114.0,0.4,0.75,9e-06,0.125
82.0,465.0,0.6000000000000001,0.23,461.0,0.0,0.35,0.03,0.10312499850988388
287.0,175.0,0.0,0.37,374.0,0.03,0.72,0.0004,0.15000000596046448
336.0,353.0,0.007,0.78,477.0,0.0,0.39,0.06,0.12187500298023224
138.0,466.0,0.09,0.56,14.0,0.6000000000000001,0.4,3e-06,0.125
206.0,436.0,0.2,0.54,187.0,0.008,0.0,0.0002,0.15000000596046448
132.0,398.0,0.6000000000000001,0.79,424.0,9e-05,0.02,6.000000000000001e-05,0.14687499403953552
103.0,449.0,0.0006000000000000001,0.21,264.0,0.004,0.36,1e-06,0.13124999403953552
134.0,291.0,0.006,0.32,271.0,0.02,0.32,0.30000000000000004,0.10711493343114853
41.0,265.0,0.8,0.26,76.0,0.0008,0.51,0.0005,0.13995309174060822
138.0,80.0,2e-05,0.8,160.0,0.0,0.66,0.1,0.13750000298023224
465.0,212.0,8e-05,0.58,262.0,0.007,0.23,0.03,0.140625
493.0,105.0,0.08,0.05,269.0,0.0005,0.11,0.0009000000000000001,0.13437500596046448
490.0,192.0,0.5,0.6,497.0,0.1,0.35,1e-06,0.11874999850988388
75.0,156.0,0.006,0.78,273.0,0.01,0.4,0.05,0.11415167897939682
177.0,492.0,0.0007,0.7,7.0,6.000000000000001e-05,0.53,0.5,0.12118843197822571
463.0,44.0,0.7000000000000001,0.64,335.0,1e-05,0.14,0.5,0.1086786538362503
428.0,297.0,0.005,0.75,456.0,0.009000000000000001,0.76,0.0005,0.15000000596046448
104.0,399.0,0.00030000000000000003,0.32,60.0,6.000000000000001e-05,0.43,6e-06,0.13437500596046448
435.0,162.0,0.1,0.7,91.0,0.00030000000000000003,0.02,0.1,0.10312499850988388
149.0,55.0,3.0000000000000004e-05,0.73,146.0,0.2,0.15,6.000000000000001e-05,0.15000000596046448
45.0,258.0,6.000000000000001e-05,0.52,473.0,0.5,0.12,0.08,0.13750000298023224
312.0,402.0,0.1,0.18,340.0,0.0007,0.77,0.007,0.140625
130.0,413.0,6.000000000000001e-05,0.34,254.0,0.0009000000000000001,0.35,0.01,0.125
433.0,193.0,0.006,0.35,205.0,0.0002,0.79,6.000000000000001e-05,0.125
268.0,417.0,0.0,0.65,319.0,4e-05,0.18,0.04,0.13682565093040466
263.0,106.0,0.005,0.15,212.0,3.0000000000000004e-05,0.27,0.7000000000000001,0.10312499850988388
126.0,108.0,0.02,0.06,60.0,0.005,0.39,0.0004,0.12812499701976776
351.0,157.0,0.002,0.64,475.0,0.6000000000000001,0.03,0.01,0.15246285498142242
495.0,395.0,0.00030000000000000003,0.52,133.0,0.9,0.11,0.009000000000000001,0.140625
60.0,331.0,0.00030000000000000003,0.69,380.0,0.003,0.44,0.00030000000000000003,0.14374999701976776
213.0,456.0,0.003,0.69,384.0,0.04,0.61,6e-06,0.12353400886058807
28.0,428.0,0.08,0.48,260.0,0.06,0.67,4e-05,0.10625000298023224
308.0,50.0,0.01,0.4,246.0,0.9,0.39,7.000000000000001e-05,0.12187500298023224
361.0,487.0,0.05,0.76,451.0,0.07,0.17,6.000000000000001e-05,0.10625000298023224
126.0,474.0,0.0001,0.24,408.0,7.000000000000001e-05,0.45,0.5,0.11102423816919327
419.0,297.0,0.0,0.0,30.0,0.00030000000000000003,0.48,0.7000000000000001,0.13135261833667755
78.0,450.0,4e-05,0.66,34.0,3.0000000000000004e-05,0.75,4.9999999999999996e-06,0.09687499701976776
82.0,271.0,0.0,0.52,117.0,0.01,0.56,0.007,0.16562500596046448
434.0,93.0,0.04,0.3,377.0,0.0008,0.72,0.005,0.12812499701976776
488.0,93.0,0.006,0.17,332.0,0.0007,0.11,0.0004,0.14374999701976776
38.0,471.0,0.002,0.18,413.0,0.0008,0.6,5e-05,0.15000000596046448
216.0,374.0,0.0,0.37,348.0,0.0005,0.1,1e-05,0.14687499403953552
93.0,430.0,0.5,0.13,227.0,0.004,0.38,0.0002,0.13750000298023224
188.0,206.0,6.000000000000001e-05,0.03,60.0,0.0008,0.19,0.007,0.12187500298023224
471.0,190.0,0.08,0.57,133.0,0.0,0.75,0.0008,0.11562500149011612
439.0,437.0,3.0000000000000004e-05,0.65,154.0,0.0009000000000000001,0.18,0.01,0.140625
128.0,153.0,0.003,0.61,91.0,4e-05,0.05,0.8,0.10312499850988388
50.0,375.0,0.005,0.02,207.0,0.0008,0.12,0.9,0.10312499850988388
40.0,385.0,0.00030000000000000003,0.64,437.0,0.01,0.74,0.01,0.13124999403953552
347.0,60.0,0.8,0.51,229.0,0.0006000000000000001,0.33,0.002,0.14687499403953552
374.0,472.0,0.007,0.69,43.0,0.0,0.42,2e-05,0.14687499403953552
102.0,307.0,0.0009000000000000001,0.75,35.0,0.8,0.77,8e-05,0.13437500596046448
429.0,290.0,0.08,0.44,242.0,6.000000000000001e-05,0.6,0.003,0.14687499403953552
422.0,245.0,0.0,0.14,437.0,0.006,0.75,0.0006000000000000001,0.125
373.0,215.0,0.01,0.47,457.0,0.0,0.31,0.001,0.14687499403953552
76.0,496.0,0.7000000000000001,0.55,53.0,3.0000000000000004e-05,0.63,0.0009000000000000001,0.12187500298023224
142.0,295.0,0.009000000000000001,0.71,294.0,0.0006000000000000001,0.5,9e-05,0.1344800591468811
65.0,215.0,0.005,0.36,192.0,1e-05,0.34,5e-05,0.11874999850988388
466.0,297.0,0.0004,0.65,362.0,0.0002,0.2,0.4,0.10312499850988388
433.0,339.0,0.0,0.41,286.0,2e-05,0.03,1e-06,0.03437500074505806
484.0,97.0,6.000000000000001e-05,0.39,183.0,0.0007,0.11,0.01,0.125
194.0,500.0,0.4,0.79,178.0,0.7000000000000001,0.64,0.0007,0.114933542907238
424.0,261.0,0.003,0.14,446.0,7.000000000000001e-05,0.2,0.30000000000000004,0.13750000298023224
21.0,154.0,0.0008,0.4,373.0,8e-05,0.8,4e-06,0.13437500596046448
9.0,88.0,0.9,0.19,257.0,0.0,0.66,4e-06,0.125
197.0,84.0,0.8,0.07,320.0,0.006,0.26,1e-06,0.125
353.0,211.0,0.07,0.09,88.0,0.0004,0.45,5e-05,0.12187500298023224
410.0,300.0,0.007,0.08,330.0,0.1,0.17,5e-05,0.15625
73.0,158.0,0.05,0.23,58.0,0.06,0.7,0.0009000000000000001,0.14374999701976776
149.0,397.0,0.1,0.0,188.0,0.0004,0.15,0.0002,0.14374999701976776
162.0,303.0,0.007,0.64,487.0,9e-05,0.43,0.2,0.10312499850988388
490.0,204.0,0.0006000000000000001,0.12,395.0,0.0008,0.5,0.009000000000000001,0.13750000298023224
423.0,496.0,0.2,0.26,439.0,0.2,0.64,8e-06,0.14374999701976776
132.0,332.0,0.005,0.42,497.0,0.1,0.43,0.0008,0.16249999403953552
160.0,186.0,0.2,0.1,460.0,0.6000000000000001,0.28,4.9999999999999996e-06,0.12187500298023224
346.0,193.0,0.04,0.07,178.0,0.0008,0.69,7e-06,0.13437500596046448
122.0,136.0,0.001,0.22,475.0,0.0,0.49,0.002,0.13437500596046448
1.0,254.0,0.0009000000000000001,0.22,224.0,0.007,0.76,9e-05,0.15312500298023224
484.0,470.0,0.002,0.29,68.0,0.0002,0.67,0.005,0.125
335.0,57.0,0.008,0.5,126.0,0.0006000000000000001,0.59,0.1,0.10312499850988388
207.0,387.0,0.9,0.14,387.0,0.01,0.42,4e-06,0.140625
15.0,422.0,0.0005,0.11,346.0,0.0,0.49,0.0001,0.11249999701976776
109.0,200.0,6.000000000000001e-05,0.59,306.0,2e-05,0.71,2e-06,0.09851446747779846
428.0,346.0,0.02,0.42,456.0,8e-05,0.73,0.0004,0.13437500596046448
444.0,487.0,4e-05,0.12,102.0,0.006,0.19,0.001,0.14687499403953552
426.0,361.0,0.30000000000000004,0.08,352.0,0.0,0.36,0.006,0.13750000298023224
113.0,220.0,0.003,0.67,284.0,0.05,0.13,0.002,0.12812499701976776
121.0,205.0,0.00030000000000000003,0.2,484.0,0.5,0.01,0.05,0.15312500298023224
205.0,489.0,0.0,0.44,455.0,0.0002,0.42,2e-06,0.12187500298023224
103.0,296.0,4e-05,0.51,250.0,0.001,0.75,0.0001,0.11562500149011612
211.0,296.0,0.08,0.12,226.0,0.09,0.27,2e-05,0.109375
107.0,232.0,4e-05,0.75,230.0,0.05,0.11,0.007,0.13750000298023224
474.0,77.0,2e-05,0.09,302.0,0.005,0.31,3e-06,0.15312500298023224
401.0,78.0,0.02,0.48,157.0,0.0007,0.43,0.007,0.15000000596046448
127.0,445.0,0.00030000000000000003,0.53,39.0,0.0008,0.09,0.0005,0.140625
291.0,422.0,8e-05,0.3,347.0,0.0,0.11,8e-05,0.13437500596046448
476.0,434.0,0.04,0.33,367.0,0.0,0.33,0.1,0.11649726331233978
67.0,234.0,0.0005,0.75,379.0,6.000000000000001e-05,0.57,0.04,0.109375
428.0,482.0,0.0,0.1,48.0,0.06,0.43,0.007,0.13750000298023224
152.0,130.0,0.0009000000000000001,0.05,389.0,0.03,0.44,0.9,0.10312499850988388
363.0,279.0,0.5,0.07,48.0,6.000000000000001e-05,0.75,6e-06,0.10625000298023224
404.0,110.0,4e-05,0.72,6.0,0.0008,0.41,0.0002,0.1602814644575119
140.0,67.0,6.000000000000001e-05,0.1,390.0,0.001,0.07,9e-06,0.15000000596046448
198.0,414.0,0.0,0.31,100.0,0.0005,0.63,0.001,0.13124999403953552
63.0,255.0,0.0006000000000000001,0.54,425.0,0.03,0.55,0.005,0.13917122781276703
33.0,332.0,9e-05,0.33,68.0,0.4,0.45,7e-06,0.13124999403953552
29.0,329.0,0.007,0.22,490.0,0.00030000000000000003,0.71,0.1,0.10312499850988388
48.0,464.0,0.08,0.16,41.0,0.1,0.65,0.4,0.12978889048099518
222.0,68.0,0.6000000000000001,0.41,16.0,0.6000000000000001,0.24,0.00030000000000000003,0.10312499850988388
313.0,475.0,0.0009000000000000001,0.52,121.0,0.06,0.03,0.0004,0.13437500596046448
412.0,257.0,0.09,0.65,160.0,0.30000000000000004,0.76,8e-06,0.1344800591468811
406.0,315.0,0.00030000000000000003,0.11,341.0,0.08,0.34,1e-06,0.13124999403953552
16.0,289.0,0.04,0.4,255.0,0.004,0.59,4e-06,0.13437500596046448
307.0,196.0,0.001,0.56,26.0,0.7000000000000001,0.33,0.04,0.1602814644575119
306.0,423.0,0.7000000000000001,0.67,39.0,9e-05,0.38,0.05,0.10711493343114853
27.0,213.0,0.1,0.36,343.0,0.05,0.0,0.8,0.09062500298023224
251.0,467.0,0.008,0.36,204.0,0.03,0.52,0.09,0.10946051776409149
466.0,345.0,0.01,0.26,150.0,0.009000000000000001,0.28,0.002,0.15000000596046448
372.0,449.0,0.9,0.68,315.0,0.5,0.46,0.05,0.10312499850988388
100.0,459.0,0.01,0.1,298.0,6.000000000000001e-05,0.04,3.0000000000000004e-05,0.140625
217.0,142.0,0.0007,0.18,29.0,0.03,0.0,0.7000000000000001,0.1086786538362503
394.0,409.0,0.2,0.49,364.0,0.009000000000000001,0.24,1e-06,0.10625000298023224
478.0,171.0,0.03,0.17,138.0,0.5,0.72,2e-06,0.10625000298023224
22.0,154.0,0.005,0.61,366.0,0.008,0.47,8e-06,0.12812499701976776
247.0,339.0,4e-05,0.31,192.0,0.001,0.58,8e-05,0.15000000596046448
71.0,270.0,0.0008,0.08,225.0,0.0,0.06,7e-06,0.13124999403953552
198.0,82.0,0.6000000000000001,0.19,118.0,0.1,0.06,0.2,0.10312499850988388
248.0,333.0,0.08,0.61,397.0,0.8,0.65,0.8,0.14464426040649414
57.0,329.0,0.003,0.51,91.0,3.0000000000000004e-05,0.56,0.06,0.10312499850988388
446.0,91.0,0.07,0.05,495.0,0.0,0.8,0.1,0.10625000298023224
40.0,404.0,0.005,0.74,4.0,0.07,0.54,0.0004,0.15625
217.0,492.0,0.003,0.42,20.0,0.009000000000000001,0.7,4e-05,0.16249999403953552
356.0,320.0,0.8,0.19,391.0,0.0001,0.72,0.008,0.15625
234.0,237.0,0.03,0.64,43.0,0.0008,0.36,0.0001,0.13750000298023224
61.0,269.0,0.01,0.41,145.0,0.6000000000000001,0.79,0.07,0.10312499850988388
207.0,190.0,0.0004,0.01,204.0,0.0,0.17,8e-05,0.15625
485.0,491.0,6.000000000000001e-05,0.0,261.0,0.0,0.77,8e-05,0.13124999403953552
338.0,376.0,0.00030000000000000003,0.29,284.0,0.01,0.64,0.04,0.13124999403953552
431.0,65.0,0.9,0.27,356.0,0.009000000000000001,0.66,5e-05,0.10625000298023224
412.0,43.0,0.006,0.14,56.0,1e-05,0.65,8e-05,0.13750000298023224
224.0,233.0,0.06,0.71,22.0,0.005,0.41,2e-06,0.11874999850988388
414.0,285.0,7.000000000000001e-05,0.58,165.0,2e-05,0.21,0.0005,0.14374999701976776
172.0,85.0,0.0007,0.64,282.0,0.01,0.21,0.0009000000000000001,0.14374999701976776
489.0,286.0,0.0,0.09,429.0,0.0,0.22,0.0004,0.11874999850988388
399.0,477.0,0.0,0.08,115.0,0.001,0.6,0.0002,0.15312500298023224
195.0,184.0,0.6000000000000001,0.31,249.0,0.2,0.47,0.09,0.10312499850988388
103.0,66.0,0.0002,0.08,172.0,0.005,0.21,0.05,0.15000000596046448
157.0,129.0,0.009000000000000001,0.71,283.0,0.005,0.71,0.009000000000000001,0.14374999701976776
214.0,311.0,0.00030000000000000003,0.52,34.0,0.0006000000000000001,0.37,0.008,0.14374999701976776
176.0,263.0,0.09,0.76,320.0,0.04,0.3,0.005,0.10312499850988388
