,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
Classic Control Hunter,0.20477695763111115,0.21286946535110474,0.2211434543132782,0.22958680987358093,0.23818443715572357,0.24690768122673035,0.2560514807701111,0.26559120416641235,0.27534809708595276,0.28518742322921753,0.29564592242240906,0.30647069215774536,0.31739893555641174,0.3279940187931061,0.3376288414001465,0.3468303680419922,0.3569333851337433,0.36845269799232483,0.37919914722442627,0.3877204656600952,0.39434540271759033,0.398653119802475,0.4016222357749939,0.4014243483543396,0.398272305727005,0.3922409117221832,0.38416585326194763,0.37407076358795166,0.3647335469722748,0.3533644378185272,0.34094715118408203
Mid-Range Hunter,0.17438288033008575,0.17885926365852356,0.18340355157852173,0.18799856305122375,0.1933717578649521,0.19975093007087708,0.2064168006181717,0.2132335752248764,0.22048750519752502,0.2282572090625763,0.2365911304950714,0.24566972255706787,0.2547251880168915,0.26394686102867126,0.2741759419441223,0.2841348648071289,0.29352879524230957,0.30207860469818115,0.3105752468109131,0.31930503249168396,0.3280773460865021,0.33787262439727783,0.3478713929653168,0.3559572100639343,0.3619404435157776,0.3661021888256073,0.3667384386062622,0.3617381453514099,0.3539518117904663,0.3439735472202301,0.3328632712364197
Tempo Hunter,0.547008752822876,0.5682783722877502,0.5872541666030884,0.6066629886627197,0.6256179809570312,0.6450724601745605,0.6636180281639099,0.6811598539352417,0.6976099014282227,0.7144578099250793,0.7311661243438721,0.7466500997543335,0.7602295279502869,0.7716701626777649,0.7786082625389099,0.7795552015304565,0.7768839597702026,0.7699573636054993,0.7588681578636169,0.7454314231872559,0.7288807034492493,0.708736002445221,0.6852675676345825,0.660753607749939,0.633990466594696,0.6119381785392761,0.5947361588478088,0.5755821466445923,0.5560404658317566,0.5360028147697449,0.5155268311500549
Aggro-Control Mage,0.20497898757457733,0.21211124956607819,0.21927094459533691,0.22642846405506134,0.23334185779094696,0.24011358618736267,0.2467382550239563,0.25316745042800903,0.25980710983276367,0.26537516713142395,0.2711220383644104,0.27675196528434753,0.282461017370224,0.29079344868659973,0.29945772886276245,0.30793076753616333,0.3147244155406952,0.3209599554538727,0.3270724415779114,0.33280569314956665,0.3376048505306244,0.34177225828170776,0.34539732336997986,0.3492918014526367,0.35326138138771057,0.35691049695014954,0.35957518219947815,0.36123108863830566,0.36147382855415344,0.3622293472290039,0.3604990243911743
Attrition Mage,0.2395818531513214,0.24742254614830017,0.25571638345718384,0.2660936117172241,0.276549369096756,0.2871662974357605,0.299142450094223,0.3109171688556671,0.32238656282424927,0.33344003558158875,0.3437078297138214,0.3530757427215576,0.3626176118850708,0.37370163202285767,0.3839263617992401,0.3928622007369995,0.4004932641983032,0.405965119600296,0.4100317656993866,0.4096093475818634,0.40743130445480347,0.40456125140190125,0.4009925127029419,0.39646583795547485,0.3898465037345886,0.3812669515609741,0.37343737483024597,0.3659736216068268,0.357549250125885,0.34735846519470215,0.3377244174480438
Classic Aggro Mage,0.34720534086227417,0.35290172696113586,0.3583039939403534,0.3633667230606079,0.36804139614105225,0.37275049090385437,0.3791464865207672,0.388774573802948,0.3993018865585327,0.40897661447525024,0.4151941239833832,0.4175012409687042,0.4183427095413208,0.418254017829895,0.4162958860397339,0.41389888525009155,0.4125148355960846,0.41013777256011963,0.4067317545413971,0.4023131728172302,0.397507905960083,0.39202722907066345,0.3856644630432129,0.38026997447013855,0.37479060888290405,0.36935025453567505,0.36354947090148926,0.35747388005256653,0.349357932806015,0.3399679660797119,0.32810497283935547
Classic Control Mage,0.3023146986961365,0.3126102685928345,0.3224318325519562,0.3330044150352478,0.3430835008621216,0.35345035791397095,0.363217294216156,0.37329789996147156,0.38290995359420776,0.3913544714450836,0.39869293570518494,0.4039131999015808,0.4080989360809326,0.4115629494190216,0.4128435552120209,0.4102364182472229,0.4047195017337799,0.39729517698287964,0.3918524384498596,0.3863864243030548,0.3805677890777588,0.3745870292186737,0.36791348457336426,0.3616394102573395,0.3554733693599701,0.3478526175022125,0.33873701095581055,0.32933148741722107,0.3197607100009918,0.3098914921283722,0.29891499876976013
Mid-Range Mage,0.2468293160200119,0.2562323212623596,0.2655472457408905,0.27470970153808594,0.2838527262210846,0.29308807849884033,0.3022063970565796,0.311614066362381,0.3208381235599518,0.3294730484485626,0.3376932144165039,0.344988077878952,0.35058897733688354,0.35595354437828064,0.3610418140888214,0.3660331666469574,0.37068450450897217,0.37485644221305847,0.3773420453071594,0.37867292761802673,0.37953686714172363,0.37984997034072876,0.37903788685798645,0.37745946645736694,0.37497973442077637,0.37213486433029175,0.36986279487609863,0.3674197196960449,0.3649669587612152,0.3618265688419342,0.35772043466567993
Tempo Mage,0.33183565735816956,0.3420516550540924,0.351891428232193,0.3617260456085205,0.36950549483299255,0.37563320994377136,0.3812555968761444,0.387170672416687,0.39247873425483704,0.39681947231292725,0.40040647983551025,0.4026026427745819,0.4031025767326355,0.40052276849746704,0.3959287703037262,0.3893440067768097,0.38278302550315857,0.37385424971580505,0.36388319730758667,0.3541916310787201,0.34476780891418457,0.33548927307128906,0.3261129558086395,0.3165051341056824,0.3063916862010956,0.2980538010597229,0.28929537534713745,0.28041985630989075,0.27203211188316345,0.2677803635597229,0.2629562020301819
Aggro-Control Paladin,0.2335066795349121,0.2426179200410843,0.2519690692424774,0.25946101546287537,0.2665937542915344,0.27372297644615173,0.2808226943016052,0.28786328434944153,0.29623472690582275,0.3064884841442108,0.3175467252731323,0.3288204073905945,0.3430483937263489,0.3589476943016052,0.37542304396629333,0.3934393525123596,0.4103983938694,0.42743778228759766,0.4416201412677765,0.4530857503414154,0.46157774329185486,0.4665070176124573,0.4674886167049408,0.4642149806022644,0.45459240674972534,0.4425719678401947,0.43081095814704895,0.4176444709300995,0.4026939570903778,0.38470613956451416,0.36583566665649414
Attrition Paladin,0.3970211148262024,0.4070570170879364,0.4190046191215515,0.43113189935684204,0.44360482692718506,0.45597517490386963,0.4681529402732849,0.48020225763320923,0.4908956289291382,0.5019633769989014,0.5128671526908875,0.5233702063560486,0.5329261422157288,0.5415307283401489,0.5508744120597839,0.5611335635185242,0.5711119174957275,0.5799188017845154,0.5868820548057556,0.5892654061317444,0.5906679034233093,0.589654803276062,0.5856083631515503,0.578273355960846,0.5682152509689331,0.5551684498786926,0.540114164352417,0.5185730457305908,0.4947120249271393,0.46906352043151855,0.4430702030658722
Classic Aggro Paladin,0.40225329995155334,0.4175233542919159,0.43279847502708435,0.44802185893058777,0.4623839855194092,0.4758448600769043,0.48674407601356506,0.4939257800579071,0.5003475546836853,0.5075074434280396,0.5152845978736877,0.5234066247940063,0.5317147970199585,0.5410889387130737,0.5497189164161682,0.5574619770050049,0.5634852647781372,0.5666807889938354,0.5694045424461365,0.5715214014053345,0.5712180733680725,0.5670109391212463,0.5612751841545105,0.5532949566841125,0.5419647097587585,0.5267894864082336,0.5061708688735962,0.4800432622432709,0.45131343603134155,0.418928325176239,0.3922779858112335
Classic Control Paladin,0.29759320616722107,0.3125852048397064,0.3278404176235199,0.34329959750175476,0.3588954210281372,0.37496379017829895,0.3916558027267456,0.4097101092338562,0.42733949422836304,0.44327956438064575,0.4594701826572418,0.4728049635887146,0.4855901002883911,0.498147577047348,0.5095505714416504,0.5205780267715454,0.5298436284065247,0.5347092747688293,0.5373609662055969,0.5369327068328857,0.5349191427230835,0.5306543111801147,0.5193709135055542,0.5049172639846802,0.4872184693813324,0.466454416513443,0.44254496693611145,0.41753074526786804,0.39286065101623535,0.36890068650245667,0.3453220725059509
Mid-Range Paladin,0.2892076373100281,0.2987224757671356,0.30851566791534424,0.31836119294166565,0.32908865809440613,0.3411158323287964,0.35673418641090393,0.37245261669158936,0.38813722133636475,0.40359312295913696,0.4194037914276123,0.43448442220687866,0.4492766559123993,0.4633100926876068,0.4759725034236908,0.48542144894599915,0.4903333783149719,0.4940943419933319,0.49738648533821106,0.5003033876419067,0.5004503130912781,0.4975164532661438,0.4945189356803894,0.4899854063987732,0.4872732162475586,0.48096534609794617,0.47015199065208435,0.45708343386650085,0.4420177638530731,0.4270211160182953,0.4100138247013092
Tempo Paladin,0.5927144885063171,0.6134541630744934,0.6334295272827148,0.6525359153747559,0.6710489392280579,0.6901599168777466,0.7078328728675842,0.7236390709877014,0.7379634976387024,0.7497511506080627,0.7577298879623413,0.7624539136886597,0.7656797170639038,0.76686692237854,0.7672702074050903,0.7665960788726807,0.7646849155426025,0.7620903253555298,0.7589317560195923,0.7551673650741577,0.7499197721481323,0.7430095076560974,0.7347801327705383,0.7247469425201416,0.7116581797599792,0.6966531276702881,0.6817677617073059,0.6658474206924438,0.6459025740623474,0.6220614314079285,0.5962430238723755
Aggro-Control Priest,0.19127240777015686,0.1998082846403122,0.20916031301021576,0.21900583803653717,0.22907279431819916,0.2389352172613144,0.24896283447742462,0.25950464606285095,0.2702244222164154,0.2805516719818115,0.29070383310317993,0.30089902877807617,0.3111477792263031,0.3203084170818329,0.32908615469932556,0.3377169668674469,0.3469815254211426,0.3574391305446625,0.36930525302886963,0.3834354877471924,0.3980258107185364,0.41305816173553467,0.42640402913093567,0.437754362821579,0.4457273781299591,0.4534391462802887,0.46063336730003357,0.46677491068840027,0.47122785449028015,0.4739839732646942,0.47472769021987915
Attrition Priest,0.24626003205776215,0.2560068964958191,0.2645975947380066,0.27307650446891785,0.2817264497280121,0.2907398045063019,0.29986703395843506,0.3090956211090088,0.318368136882782,0.3274982273578644,0.3371628522872925,0.3479793071746826,0.35882094502449036,0.369659423828125,0.38027772307395935,0.39020034670829773,0.4015125632286072,0.41605818271636963,0.4309295415878296,0.44530293345451355,0.4597925543785095,0.4738544821739197,0.48694220185279846,0.4986344277858734,0.5104770064353943,0.5177120566368103,0.5195119380950928,0.5175328254699707,0.5119069218635559,0.5016001462936401,0.48777180910110474
Classic Aggro Priest,0.3082391023635864,0.31822288036346436,0.3264937400817871,0.33490878343582153,0.34476205706596375,0.3552165627479553,0.3661310374736786,0.37702101469039917,0.38783156871795654,0.3984284996986389,0.4087480902671814,0.4185998737812042,0.42938846349716187,0.44077134132385254,0.4522092044353485,0.4630628228187561,0.47334951162338257,0.48272573947906494,0.4914553463459015,0.49867865443229675,0.5037534236907959,0.5057350397109985,0.5049684047698975,0.4992974102497101,0.4882451891899109,0.4759413003921509,0.461662232875824,0.44432681798934937,0.4257740080356598,0.41111716628074646,0.40168479084968567
Classic Control Priest,0.23176006972789764,0.2421465963125229,0.2527602016925812,0.26359057426452637,0.2744819223880768,0.2853759825229645,0.29622501134872437,0.3074791431427002,0.3204362094402313,0.33298081159591675,0.34555584192276,0.35633161664009094,0.36746177077293396,0.37786081433296204,0.3867141604423523,0.39365121722221375,0.3974177837371826,0.4009392559528351,0.4031285345554352,0.4030333161354065,0.4040360152721405,0.40268799662590027,0.39989015460014343,0.39509162306785583,0.38714954257011414,0.37915995717048645,0.3713938891887665,0.3634546995162964,0.3550559878349304,0.34590432047843933,0.33663567900657654
Mid-Range Priest,0.2112075835466385,0.21925286948680878,0.22741453349590302,0.23566757142543793,0.24398282170295715,0.2524784207344055,0.2621653079986572,0.2728121876716614,0.28501442074775696,0.29741767048835754,0.3096241354942322,0.32227981090545654,0.3352043330669403,0.3480020761489868,0.36152416467666626,0.3745138347148895,0.385622501373291,0.39532771706581116,0.4056786894798279,0.41377419233322144,0.41980573534965515,0.42566826939582825,0.4287484884262085,0.42987141013145447,0.4305973947048187,0.4279240369796753,0.4235421419143677,0.417776495218277,0.410930871963501,0.40282151103019714,0.3901289105415344
Tempo Priest,0.3936481177806854,0.40227025747299194,0.4103955924510956,0.41937753558158875,0.42823806405067444,0.4373694956302643,0.4460570812225342,0.45436230301856995,0.4623461365699768,0.4699561893939972,0.4772107005119324,0.4840705692768097,0.491376131772995,0.4984453022480011,0.504491925239563,0.5093193650245667,0.5118297934532166,0.5138214826583862,0.5160532593727112,0.516089677810669,0.5145065188407898,0.5129744410514832,0.5104590058326721,0.5063703060150146,0.499517560005188,0.4940318167209625,0.4877184331417084,0.4805494248867035,0.472382128238678,0.4638115167617798,0.4553154408931732
Aggro-Control Rogue,0.3821105659008026,0.3917182385921478,0.4011170268058777,0.41021713614463806,0.41912662982940674,0.4278034567832947,0.4369170069694519,0.4467490613460541,0.4565061926841736,0.46566885709762573,0.4750494658946991,0.48500075936317444,0.49143725633621216,0.4973246157169342,0.5034530162811279,0.5096760392189026,0.514699399471283,0.5187608003616333,0.5227846503257751,0.5258787870407104,0.5276963710784912,0.5279635787010193,0.5259316563606262,0.5235849618911743,0.5201164484024048,0.5155479907989502,0.5103492140769958,0.5046181082725525,0.4974983334541321,0.4883096516132355,0.4778400957584381
Attrition Rogue,0.3579449951648712,0.365153431892395,0.37473130226135254,0.3846569359302521,0.3947259783744812,0.40445441007614136,0.4131627082824707,0.42139849066734314,0.42973950505256653,0.43817710876464844,0.445743203163147,0.45257899165153503,0.45712530612945557,0.45827484130859375,0.4568594694137573,0.45318061113357544,0.44760364294052124,0.4408740699291229,0.42995020747184753,0.4167378544807434,0.4019361734390259,0.3885098099708557,0.3776358366012573,0.3669240176677704,0.3576144576072693,0.34781527519226074,0.3384014964103699,0.32828831672668457,0.31607258319854736,0.3037046194076538,0.291587769985199
Classic Aggro Rogue,0.5710895657539368,0.5805578827857971,0.5895307660102844,0.5977798104286194,0.6055395007133484,0.615262508392334,0.623753547668457,0.6309499740600586,0.63643878698349,0.6386446952819824,0.639651358127594,0.6354571580886841,0.628577470779419,0.6199207305908203,0.6090517044067383,0.5935276746749878,0.5802475810050964,0.564012885093689,0.5476935505867004,0.5305272936820984,0.5137305855751038,0.4956928491592407,0.4776409864425659,0.4617656171321869,0.44624754786491394,0.4271634519100189,0.4068796634674072,0.3864148259162903,0.3660455048084259,0.3453104496002197,0.32612019777297974
Classic Control Rogue,0.3919973373413086,0.40088897943496704,0.40963125228881836,0.41819050908088684,0.426531046628952,0.43481746315956116,0.4440229535102844,0.45255333185195923,0.4608391225337982,0.4693966805934906,0.47782081365585327,0.48732879757881165,0.4953418970108032,0.5033541917800903,0.511218786239624,0.5176241993904114,0.5193510055541992,0.5189073085784912,0.5173122882843018,0.5160772800445557,0.5133010149002075,0.5092368125915527,0.5035468935966492,0.49548789858818054,0.4864952862262726,0.4762937128543854,0.46236464381217957,0.4488478899002075,0.4331296980381012,0.41761893033981323,0.40099552273750305
Mid-Range Rogue,0.3074878454208374,0.31348010897636414,0.3194519877433777,0.32539358735084534,0.331294447183609,0.3369687497615814,0.34066036343574524,0.34235402941703796,0.3424821197986603,0.34375280141830444,0.34510642290115356,0.3463517427444458,0.34748244285583496,0.34849196672439575,0.3493930995464325,0.35036832094192505,0.3512161076068878,0.3519062101840973,0.3524022698402405,0.3522579073905945,0.35424351692199707,0.3573473393917084,0.3619788885116577,0.3673820495605469,0.37438127398490906,0.37997180223464966,0.3820112645626068,0.3826439380645752,0.38090139627456665,0.37624391913414,0.36861270666122437
Tempo Rogue,0.678374171257019,0.6897608637809753,0.7015981078147888,0.7127442955970764,0.7237423658370972,0.7343235015869141,0.7440418004989624,0.7528828978538513,0.7588953971862793,0.7641375660896301,0.7679567337036133,0.7705660462379456,0.7712171077728271,0.7701863646507263,0.7684594392776489,0.7656527757644653,0.7619212865829468,0.7563613653182983,0.7484081387519836,0.7364410161972046,0.7226135730743408,0.7075773477554321,0.690990686416626,0.6728527545928955,0.6531868577003479,0.6325758695602417,0.6105948090553284,0.5863892436027527,0.5562689304351807,0.5323376059532166,0.509493350982666
Aggro-Control Shaman,0.35257747769355774,0.35984399914741516,0.36713844537734985,0.37445172667503357,0.381732702255249,0.3900335729122162,0.4007212519645691,0.41141512989997864,0.4220903813838959,0.43272003531455994,0.4432750344276428,0.45480144023895264,0.4670235514640808,0.47938641905784607,0.4928032457828522,0.5058857202529907,0.5188308358192444,0.5338134765625,0.5496384501457214,0.5659015774726868,0.581601083278656,0.5960432887077332,0.6088762879371643,0.6166402697563171,0.6222429871559143,0.6277405619621277,0.6309004426002502,0.6293988823890686,0.6187677979469299,0.6030247211456299,0.5794221758842468
Attrition Shaman,0.3851575553417206,0.39552661776542664,0.40680888295173645,0.4178852140903473,0.4288719594478607,0.43982216715812683,0.45138394832611084,0.4638926386833191,0.47626635432243347,0.488205224275589,0.5000538229942322,0.5150215029716492,0.5271432995796204,0.5365194082260132,0.5448361039161682,0.5529580116271973,0.5606163144111633,0.5685809254646301,0.5768082141876221,0.5833421945571899,0.5879812836647034,0.5895642042160034,0.5880058407783508,0.5844687223434448,0.576827883720398,0.5672306418418884,0.5572724938392639,0.5450287461280823,0.5300081372261047,0.5098960399627686,0.4896339774131775
Classic Aggro Shaman,0.4908294081687927,0.5007539391517639,0.5105997323989868,0.5203506946563721,0.5299900770187378,0.5395004749298096,0.5472367405891418,0.5528265237808228,0.5574755072593689,0.5625951886177063,0.5668320059776306,0.5708448886871338,0.5756610631942749,0.5803420543670654,0.585199773311615,0.5896205902099609,0.593307375907898,0.5961787104606628,0.5979195237159729,0.5986181497573853,0.5980284810066223,0.5955565571784973,0.5914345383644104,0.58623868227005,0.5792726278305054,0.5708010196685791,0.5609878897666931,0.5486899614334106,0.5308631658554077,0.5079069137573242,0.4817872643470764
Classic Control Shaman,0.4738776981830597,0.48969486355781555,0.5035776495933533,0.5179010033607483,0.532780647277832,0.5474628806114197,0.5619046092033386,0.5755226612091064,0.5885581374168396,0.6011859774589539,0.6133588552474976,0.6250254511833191,0.6361336708068848,0.6464218497276306,0.6537322998046875,0.660653829574585,0.6652436256408691,0.6652252674102783,0.6634465456008911,0.6611908078193665,0.6581318378448486,0.6545904874801636,0.6498119831085205,0.6443039774894714,0.6379113793373108,0.6287384033203125,0.6158471703529358,0.5991500616073608,0.5796557664871216,0.5573168992996216,0.5323230028152466
Mid-Range Shaman,0.3357633352279663,0.3463347554206848,0.3569782078266144,0.36766862869262695,0.3783779740333557,0.3890754282474518,0.399726927280426,0.4102950096130371,0.4207385778427124,0.43101248145103455,0.4414304494857788,0.45219528675079346,0.4623926281929016,0.4692767560482025,0.47687625885009766,0.48399046063423157,0.49176129698753357,0.498079776763916,0.5048357844352722,0.5122919082641602,0.5186998248100281,0.5246227979660034,0.5288047790527344,0.53118896484375,0.5307706594467163,0.5275039672851562,0.5208494067192078,0.5113818049430847,0.49776944518089294,0.48081862926483154,0.46225351095199585
Tempo Shaman,0.8153066635131836,0.8259936571121216,0.836047351360321,0.8454757332801819,0.8541603684425354,0.8604498505592346,0.8665279150009155,0.8716912269592285,0.8750821948051453,0.8770313262939453,0.8778274059295654,0.8782915472984314,0.8784646987915039,0.8783959150314331,0.8774206042289734,0.8760839700698853,0.8743253350257874,0.8729129433631897,0.8716030716896057,0.8698546886444092,0.8675811886787415,0.8645938038825989,0.8604285717010498,0.854731023311615,0.847864031791687,0.839850664138794,0.8304540514945984,0.8196550607681274,0.8070157766342163,0.7920655608177185,0.7753809690475464
Aggro-Control Warlock,0.2787100374698639,0.2937983572483063,0.3092370927333832,0.3250579535961151,0.3411855399608612,0.35820281505584717,0.37624940276145935,0.3946080505847931,0.4137563407421112,0.4330163598060608,0.4521252512931824,0.4709681570529938,0.48913708329200745,0.502928614616394,0.5146493911743164,0.5241981744766235,0.5350785851478577,0.5459015965461731,0.5585008263587952,0.5674523115158081,0.5763539671897888,0.5825872421264648,0.5875267386436462,0.5914028882980347,0.5929509401321411,0.591745138168335,0.5882493257522583,0.5823656320571899,0.5713015198707581,0.5579522848129272,0.5443496108055115
Attrition Warlock,0.40824055671691895,0.4274138808250427,0.4466443657875061,0.46557050943374634,0.4840450882911682,0.5022943615913391,0.5202277898788452,0.5379940867424011,0.5540791153907776,0.5679109692573547,0.5813469290733337,0.5943455696105957,0.6067618727684021,0.6171771883964539,0.6281313300132751,0.6389867067337036,0.6489070057868958,0.6567760109901428,0.6631383299827576,0.664681613445282,0.6651479005813599,0.6637167930603027,0.659018874168396,0.6496704816818237,0.6358335018157959,0.6181238889694214,0.5953497290611267,0.5701892971992493,0.5435633659362793,0.5140367746353149,0.48202773928642273
Classic Aggro Warlock,0.36220216751098633,0.372837632894516,0.3838183879852295,0.3953004777431488,0.40627309679985046,0.416705846786499,0.42686522006988525,0.43697598576545715,0.44738736748695374,0.45863717794418335,0.4703250229358673,0.4815264046192169,0.49254247546195984,0.5030702352523804,0.5121586322784424,0.521489679813385,0.5292829275131226,0.5348841547966003,0.5350325703620911,0.5321627259254456,0.5271764397621155,0.5201639533042908,0.5100026726722717,0.4978558421134949,0.4859544634819031,0.4781974256038666,0.47089624404907227,0.4637892544269562,0.4531008303165436,0.43823155760765076,0.4192638695240021
Classic Control Warlock,0.3273351788520813,0.33668410778045654,0.346009224653244,0.355275958776474,0.36444616317749023,0.37347742915153503,0.38213643431663513,0.389902800321579,0.4008035361766815,0.41133707761764526,0.4221973717212677,0.43378761410713196,0.4478733241558075,0.4630486071109772,0.47696903347969055,0.49034371972084045,0.5021657347679138,0.5112601518630981,0.5186412334442139,0.5231778025627136,0.5241411924362183,0.5199312567710876,0.5148475766181946,0.5086745619773865,0.499264657497406,0.48894748091697693,0.48012056946754456,0.4718005359172821,0.4625752568244934,0.4528045356273651,0.44177210330963135
Mid-Range Warlock,0.3776234984397888,0.3953821063041687,0.4131915271282196,0.4305361807346344,0.4475029408931732,0.4637709856033325,0.4796577990055084,0.4950527250766754,0.5111569762229919,0.5269086956977844,0.5449749827384949,0.5617507100105286,0.5772876739501953,0.5916100740432739,0.6003426313400269,0.6046285629272461,0.6046395897865295,0.6019722819328308,0.5947968363761902,0.5873208045959473,0.5776500105857849,0.5660443305969238,0.5577297806739807,0.5487522482872009,0.5361276268959045,0.5205395817756653,0.5067047476768494,0.4921017289161682,0.47636789083480835,0.4600931704044342,0.44621607661247253
Tempo Warlock,0.5173619985580444,0.5318667888641357,0.54767906665802,0.563401997089386,0.57899010181427,0.5941714644432068,0.6094029545783997,0.6238201260566711,0.6366019248962402,0.6475824117660522,0.6583042740821838,0.667202889919281,0.6741594672203064,0.6790334582328796,0.6812191009521484,0.6800243854522705,0.6752287745475769,0.6686950325965881,0.6592285633087158,0.6453676819801331,0.630699098110199,0.6170895099639893,0.599161684513092,0.5838602185249329,0.5673004984855652,0.5492702722549438,0.530408501625061,0.5120116472244263,0.4947250783443451,0.4771348834037781,0.4593208432197571
