Batch Size,L1 Nodes,L1 Regularization,L1 Dropout,L2 Nodes,L2 Regularization,L2 Dropout,Learning Rate,Accuracy
155.0,313.0,2e-05,0.27,473.0,0.0,0.64,0.002,0.4462025463581085
34.0,58.0,0.08,0.8,57.0,0.006,0.25,5e-06,0.5126582384109497
465.0,338.0,9e-05,0.74,112.0,0.006999999999999999,0.73,0.004,0.4968354403972626
105.0,175.0,0.0,0.23,135.0,2e-05,0.68,0.06,0.4873015880584717
61.0,169.0,0.005,0.15,301.0,8e-05,0.2,7.000000000000003e-06,0.5
136.0,66.0,1e-05,0.65,249.0,0.001,0.72,7.000000000000001e-05,0.4968354403972626
189.0,282.0,0.006,0.03,388.0,0.2,0.75,0.02,0.4857142865657806
50.0,190.0,0.0009000000000000002,0.3,105.0,0.8,0.24,7.000000000000003e-06,0.4683544337749481
278.0,402.0,0.07,0.65,415.0,0.09,0.19,7.000000000000003e-06,0.5134920477867126
121.0,383.0,0.002,0.02,334.0,0.03,0.77,3e-06,0.5031645298004149
20.0,327.0,0.30000000000000004,0.68,487.0,0.4,0.64,0.9,0.2468354403972625
461.0,467.0,0.009000000000000001,0.33,230.0,9e-05,0.6,0.005,0.4683544337749481
309.0,122.0,0.0,0.33,337.0,0.03,0.23,6.000000000000002e-05,0.5253164768218994
356.0,428.0,0.04,0.42,53.0,0.0004,0.45,6e-06,0.4936708807945252
375.0,394.0,0.0,0.02,176.0,0.8,0.77,0.03,0.5063291192054749
216.0,331.0,7.000000000000001e-05,0.79,111.0,0.2,0.68,5e-06,0.5189873576164246
384.0,245.0,0.03,0.05,315.0,0.0008,0.59,0.002,0.5126582384109497
349.0,272.0,0.005,0.7,216.0,0.0004,0.09,0.6000000000000001,0.4126984179019928
69.0,297.0,0.2,0.2,11.0,0.1,0.57,0.0001,0.44682538509368896
301.0,294.0,0.0001,0.44,399.0,0.05,0.25,0.004,0.4145569503307343
325.0,224.0,0.001,0.2,214.0,0.0,0.11,0.006,0.4208860695362091
347.0,229.0,0.01,0.58,288.0,0.03,0.8,0.2,0.41428571939468384
44.0,339.0,0.008,0.45,278.0,0.00030000000000000003,0.65,0.8,0.2468354403972625
157.0,195.0,0.01,0.66,498.0,3.000000000000001e-05,0.43,0.9,0.2468354403972625
41.0,427.0,0.03,0.05,395.0,6.000000000000002e-05,0.8,0.09,0.4166666567325592
138.0,303.0,0.05,0.26,198.0,0.09,0.78,0.0004,0.5063291192054749
88.0,183.0,0.005,0.45,104.0,0.0008,0.71,0.4,0.3738095164299011
277.0,129.0,7.000000000000001e-05,0.77,484.0,0.01,0.32,0.001,0.4651898741722107
422.0,320.0,9e-05,0.43,496.0,0.006,0.5,0.7000000000000001,0.4198412597179413
167.0,293.0,2e-05,0.13,241.0,0.0002,0.45,0.0004,0.4968253970146179
406.0,134.0,0.0005,0.12,485.0,0.07,0.0,8e-06,0.5094936490058899
108.0,314.0,0.005,0.51,4.0,0.9,0.28,4e-05,0.4841772019863129
325.0,306.0,0.1,0.6,245.0,0.001,0.61,4e-05,0.5031645298004149
483.0,499.0,4e-05,0.1,351.0,0.0009000000000000002,0.08,0.0005,0.4873417615890503
263.0,308.0,6.000000000000002e-05,0.49,474.0,0.009000000000000001,0.17,0.0005,0.474683552980423
252.0,479.0,0.1,0.45,416.0,0.9,0.69,0.0007,0.41904762387275696
253.0,132.0,0.9,0.58,427.0,4e-05,0.11,0.02,0.4134920537471771
6.0,345.0,0.0004,0.21,329.0,2e-05,0.28,0.7000000000000001,0.2468354403972625
394.0,189.0,0.008,0.74,239.0,0.04,0.15,0.4,0.4126984179019928
457.0,191.0,0.004,0.35,456.0,0.8,0.33,0.5,0.4126984179019928
87.0,217.0,5e-05,0.68,125.0,0.5,0.58,0.0004,0.5158227682113647
457.0,179.0,9e-05,0.45,302.0,0.0,0.03,0.008,0.4208860695362091
275.0,145.0,0.4,0.39,146.0,2e-05,0.77,0.00030000000000000003,0.5047619342803955
477.0,115.0,0.00030000000000000003,0.27,171.0,0.30000000000000004,0.11,0.00030000000000000003,0.5158227682113647
308.0,166.0,0.0005,0.28,63.0,9e-05,0.7,0.003,0.474683552980423
433.0,428.0,2e-05,0.36,286.0,0.0,0.51,0.0008,0.4873417615890503
195.0,274.0,5e-05,0.54,455.0,0.07,0.79,0.6000000000000001,0.4163362383842468
296.0,292.0,0.06,0.48,267.0,0.5,0.09,0.004,0.41871529817581177
234.0,94.0,1e-05,0.73,154.0,0.8,0.45,0.003,0.5063291192054749
316.0,408.0,0.00030000000000000003,0.22,374.0,0.0,0.14,7.000000000000003e-06,0.4810126721858978
341.0,221.0,8e-05,0.16,17.0,0.09,0.18,0.005,0.4968354403972626
303.0,161.0,0.0002,0.08,47.0,0.03,0.62,0.002,0.4841772019863129
409.0,479.0,0.001,0.09,303.0,0.08,0.55,0.0006000000000000001,0.5094936490058899
369.0,355.0,0.006,0.1,183.0,0.0,0.42,7.000000000000001e-05,0.5
81.0,123.0,0.07,0.59,359.0,0.02,0.59,0.0004,0.4841772019863129
353.0,122.0,0.0006000000000000001,0.22,464.0,0.004,0.22,9e-06,0.4841772019863129
105.0,484.0,0.0007,0.06,426.0,0.0,0.56,2e-05,0.4905063211917877
281.0,194.0,0.0005,0.54,50.0,6.000000000000002e-05,0.62,0.0009000000000000002,0.4683544337749481
368.0,105.0,5e-05,0.73,56.0,0.002,0.18,0.1,0.4924663007259369
301.0,487.0,0.9,0.7,402.0,0.1,0.79,0.0008,0.4131641685962677
214.0,107.0,0.008,0.12,14.0,0.0008,0.69,0.009000000000000001,0.4781919121742249
123.0,358.0,0.00030000000000000003,0.45,357.0,0.30000000000000004,0.61,0.0004,0.5158227682113647
29.0,379.0,0.0,0.12,333.0,0.02,0.28,0.0006000000000000001,0.4493670761585236
421.0,462.0,0.5,0.08,197.0,0.07,0.44,5e-05,0.4306106269359589
231.0,349.0,0.0,0.51,147.0,0.0,0.08,3.000000000000001e-05,0.4303797483444214
458.0,483.0,0.0001,0.3,285.0,0.02,0.13,0.0001,0.4873417615890503
60.0,209.0,0.0,0.73,267.0,0.08,0.11,9e-06,0.5253164768218994
437.0,370.0,0.008,0.41,63.0,7.000000000000001e-05,0.69,0.06,0.43457573652267456
410.0,443.0,0.0,0.73,485.0,0.006,0.14,0.06,0.4131641685962677
189.0,462.0,0.002,0.54,77.0,0.1,0.48,5e-06,0.5094936490058899
116.0,303.0,0.0,0.75,55.0,0.9,0.36,8e-06,0.5126582384109497
332.0,391.0,0.0,0.33,406.0,0.0,0.24,0.0002,0.474683552980423
164.0,100.0,0.05,0.12,129.0,8e-05,0.41,2e-05,0.4936708807945252
390.0,497.0,6.000000000000002e-05,0.02,126.0,6.000000000000002e-05,0.06,4e-05,0.452531635761261
335.0,327.0,0.006,0.12,320.0,1e-05,0.78,6e-06,0.474683552980423
493.0,434.0,0.006,0.31,91.0,3.000000000000001e-05,0.73,3e-06,0.4430379867553711
47.0,438.0,0.004,0.6,394.0,8e-05,0.78,0.0002,0.4810126721858978
437.0,153.0,0.0,0.53,256.0,0.5,0.43,0.008,0.495638370513916
60.0,262.0,0.006,0.22,496.0,0.7000000000000001,0.59,0.4,0.25
356.0,110.0,0.7000000000000001,0.58,217.0,8e-05,0.71,0.0001,0.5063291192054749
473.0,338.0,0.03,0.2,313.0,0.9,0.65,2e-05,0.5094936490058899
458.0,416.0,0.0001,0.5,388.0,0.01,0.66,0.0002,0.4873417615890503
150.0,113.0,0.002,0.29,88.0,4e-05,0.43,0.05,0.5031645298004149
370.0,297.0,0.09,0.08,443.0,0.0002,0.62,0.0002,0.5
146.0,262.0,0.01,0.37,162.0,0.009000000000000001,0.8,0.06,0.417129248380661
419.0,379.0,0.005,0.71,71.0,5e-05,0.66,0.4,0.417129248380661
468.0,201.0,0.0,0.8,117.0,0.04,0.58,7.000000000000003e-06,0.5031645298004149
58.0,457.0,0.01,0.17,215.0,0.6000000000000001,0.34,9e-05,0.5158227682113647
389.0,395.0,0.30000000000000004,0.11,436.0,0.1,0.65,0.03,0.4131641685962677
494.0,445.0,0.06,0.46,486.0,0.5,0.44,1e-06,0.44329896569252014
260.0,487.0,9e-05,0.1,174.0,2e-05,0.57,3.000000000000001e-05,0.4556961953639984
452.0,451.0,0.0008,0.36,423.0,0.7000000000000001,0.77,7.000000000000001e-05,0.4936708807945252
434.0,354.0,0.0002,0.38,440.0,7.000000000000001e-05,0.73,0.006,0.4873417615890503
17.0,491.0,0.06,0.28,499.0,0.009000000000000001,0.07,1e-05,0.4873417615890503
356.0,266.0,0.004,0.52,129.0,1e-05,0.18,0.0001,0.5063291192054749
435.0,113.0,8e-05,0.45,267.0,0.2,0.16,0.08,0.5031645298004149
114.0,486.0,0.0004,0.75,325.0,0.2,0.47,0.4,0.25
439.0,286.0,4e-05,0.72,435.0,0.009000000000000001,0.69,0.0008,0.4778481125831604
435.0,77.0,0.1,0.52,11.0,0.0001,0.78,5e-06,0.2816455662250519
202.0,419.0,2e-05,0.64,134.0,0.0,0.16,0.0002,0.5031645298004149
307.0,234.0,9e-05,0.15,422.0,0.005,0.27,0.009000000000000001,0.4367088675498961
363.0,150.0,3.000000000000001e-05,0.47,212.0,0.0001,0.49,5e-05,0.5063291192054749
265.0,125.0,7.000000000000001e-05,0.69,112.0,0.001,0.38,0.009000000000000001,0.4266455173492432
316.0,490.0,1e-05,0.57,406.0,0.5,0.2,9e-05,0.5126582384109497
450.0,153.0,0.02,0.3,124.0,0.004,0.75,8e-06,0.4964314103126526
13.0,299.0,9e-05,0.09,378.0,0.003,0.45,5e-06,0.4968354403972626
28.0,317.0,0.05,0.41,176.0,0.5,0.61,9e-05,0.4551942944526672
320.0,280.0,7.000000000000001e-05,0.77,214.0,0.2,0.72,0.1,0.4218873977661133
325.0,65.0,0.0,0.2,386.0,0.7000000000000001,0.34,0.2,0.25
340.0,127.0,4e-05,0.2,138.0,0.006,0.49,0.09,0.4493670761585236
486.0,290.0,0.30000000000000004,0.42,217.0,0.08,0.12,0.0006000000000000001,0.4242664575576782
370.0,459.0,0.9,0.07,138.0,0.009000000000000001,0.4,0.0002,0.43457573652267456
41.0,186.0,0.05,0.48,71.0,0.02,0.15,0.09,0.4131641685962677
186.0,208.0,0.0002,0.7,115.0,0.1,0.27,4e-06,0.5158227682113647
243.0,218.0,0.30000000000000004,0.56,458.0,0.04,0.69,0.5,0.4131641685962677
260.0,301.0,0.003,0.75,375.0,9e-05,0.32,5e-06,0.5
388.0,275.0,0.0001,0.14,293.0,0.008,0.7,0.9,0.4131641685962677
188.0,44.0,0.8,0.71,383.0,0.005,0.29,4e-05,0.4179222881793976
274.0,340.0,0.0,0.05,309.0,9e-05,0.0,6.000000000000002e-05,0.4556961953639984
229.0,177.0,0.005,0.47,431.0,4e-05,0.35,0.00030000000000000003,0.4620253145694733
385.0,335.0,1e-05,0.5,125.0,0.0,0.69,4e-06,0.2594936788082123
357.0,451.0,0.04,0.77,213.0,0.0004,0.72,0.002,0.4908802509307861
430.0,222.0,0.0,0.48,418.0,0.05,0.13,0.4,0.4131641685962677
93.0,348.0,0.03,0.58,444.0,0.004,0.67,1e-06,0.5051546096801758
194.0,424.0,7.000000000000001e-05,0.53,245.0,0.01,0.28,0.04,0.4936708807945252
441.0,362.0,2e-05,0.76,247.0,0.006,0.15,0.04,0.4968354403972626
469.0,238.0,0.001,0.41,457.0,0.0,0.22,9e-05,0.4841772019863129
203.0,86.0,0.0,0.45,409.0,5e-05,0.8,0.6000000000000001,0.4060269594192505
94.0,427.0,0.004,0.64,139.0,2e-05,0.35,0.09,0.4131641685962677
470.0,383.0,0.8,0.19,70.0,0.0,0.34,0.30000000000000004,0.4131641685962677
307.0,391.0,0.30000000000000004,0.42,363.0,0.8,0.59,0.006999999999999999,0.4139571785926819
224.0,157.0,2e-05,0.46,25.0,0.0,0.0,0.006,0.4335443079471588
481.0,441.0,0.0006000000000000001,0.07,274.0,0.03,0.1,0.9,0.4131641685962677
287.0,57.0,8e-05,0.29,421.0,0.0009000000000000002,0.48,0.0008,0.5019825696945189
484.0,93.0,0.006,0.35,79.0,0.0007,0.19,0.7000000000000001,0.4131641685962677
386.0,63.0,0.0002,0.55,37.0,0.6000000000000001,0.51,0.001,0.5189873576164246
214.0,377.0,0.0,0.53,39.0,0.06,0.8,0.6000000000000001,0.37974682450294495
184.0,382.0,0.01,0.02,260.0,0.30000000000000004,0.5,0.001,0.5
223.0,235.0,2e-05,0.08,301.0,7.000000000000001e-05,0.32,0.07,0.4131641685962677
282.0,335.0,7.000000000000001e-05,0.43,266.0,0.0008,0.74,0.03,0.4715189933776856
364.0,117.0,0.005,0.05,264.0,0.2,0.38,0.006999999999999999,0.5
101.0,106.0,0.7000000000000001,0.57,69.0,0.0,0.16,0.30000000000000004,0.4131641685962677
189.0,205.0,0.0,0.05,66.0,0.30000000000000004,0.1,0.0007,0.4905063211917877
403.0,496.0,0.0,0.56,50.0,0.003,0.0,9e-06,0.4810126721858978
228.0,445.0,0.8,0.66,312.0,0.0002,0.38,0.0004,0.5094936490058899
119.0,457.0,0.0,0.1,163.0,0.001,0.54,7.000000000000003e-06,0.4778481125831604
334.0,397.0,0.04,0.43,17.0,8e-05,0.47,0.0002,0.4936708807945252
470.0,320.0,9e-05,0.5,347.0,0.6000000000000001,0.78,0.00030000000000000003,0.5063291192054749
443.0,441.0,0.0005,0.36,266.0,0.0002,0.62,0.009000000000000001,0.4367088675498961
214.0,63.0,0.0007,0.54,349.0,0.04,0.31,0.9,0.41442155838012695
48.0,376.0,0.0001,0.68,208.0,0.4,0.54,0.009000000000000001,0.4611727297306061
311.0,365.0,0.4,0.46,381.0,0.8,0.09,0.0006000000000000001,0.415213942527771
186.0,89.0,0.6000000000000001,0.78,471.0,5e-05,0.12,7.000000000000001e-05,0.5126582384109497
460.0,399.0,6.000000000000002e-05,0.09,486.0,0.0004,0.36,0.004,0.4778481125831604
285.0,459.0,0.001,0.34,461.0,6.000000000000002e-05,0.33,0.7000000000000001,0.4136291742324829
383.0,179.0,0.004,0.44,228.0,0.6000000000000001,0.36,0.0009000000000000002,0.4968354403972626
416.0,451.0,0.05,0.8,208.0,1e-05,0.27,0.002,0.5
422.0,286.0,1e-05,0.72,356.0,0.4,0.53,5e-06,0.5094936490058899
346.0,373.0,0.00030000000000000003,0.76,201.0,0.7000000000000001,0.2,5e-06,0.474683552980423
263.0,427.0,0.0004,0.66,462.0,0.4,0.25,2e-05,0.5
479.0,270.0,0.0,0.8,76.0,0.05,0.65,4e-06,0.5063291192054749
494.0,129.0,0.9,0.38,42.0,3.000000000000001e-05,0.8,9e-06,0.4342313706874848
161.0,293.0,0.0005,0.8,35.0,0.30000000000000004,0.7,0.04,0.4231378734111786
27.0,260.0,0.08,0.11,404.0,0.0004,0.31,0.1,0.4136291742324829
410.0,270.0,0.4,0.39,492.0,7.000000000000001e-05,0.76,0.04,0.4167987406253815
421.0,168.0,0.0001,0.51,298.0,0.006,0.7,0.30000000000000004,0.4136291742324829
170.0,69.0,0.008,0.62,379.0,0.9,0.65,0.008,0.41996830701828
413.0,102.0,0.0009000000000000002,0.75,475.0,0.009000000000000001,0.05,0.05,0.4389857351779938
47.0,163.0,0.003,0.62,81.0,0.30000000000000004,0.52,0.9,0.41600632667541504
452.0,343.0,0.5,0.47,5.0,0.004,0.74,0.0006000000000000001,0.42472267150878906
396.0,443.0,3.000000000000001e-05,0.61,441.0,0.6000000000000001,0.2,0.005,0.4968354403972626
280.0,48.0,0.0001,0.16,272.0,1e-05,0.06,0.01,0.4588607549667358
401.0,222.0,0.7000000000000001,0.49,333.0,4e-05,0.06,6e-06,0.5094936490058899
91.0,227.0,0.006999999999999999,0.69,135.0,0.6000000000000001,0.32,0.03,0.4136291742324829
312.0,171.0,0.0,0.76,453.0,0.004,0.69,0.009000000000000001,0.452531635761261
426.0,80.0,0.0007,0.58,192.0,0.5,0.28,0.30000000000000004,0.4136291742324829
304.0,146.0,0.07,0.45,65.0,0.002,0.02,7.000000000000001e-05,0.5
308.0,239.0,0.0008,0.27,92.0,0.0,0.0,0.0006000000000000001,0.4873417615890503
85.0,194.0,0.001,0.24,101.0,0.0,0.32,6e-06,0.5031645298004149
290.0,429.0,0.006999999999999999,0.48,185.0,0.4,0.16,0.0007,0.5063291192054749
26.0,409.0,0.0,0.38,376.0,0.4,0.62,0.009000000000000001,0.4366085529327393
328.0,50.0,0.005,0.5,452.0,3.000000000000001e-05,0.68,2e-05,0.4968354403972626
31.0,272.0,6.000000000000002e-05,0.51,251.0,0.05,0.47,0.004,0.4588607549667358
442.0,129.0,0.001,0.46,447.0,0.8,0.06,6e-06,0.5126582384109497
364.0,417.0,0.1,0.09,124.0,0.0008,0.25,0.2,0.4136291742324829
88.0,194.0,0.09,0.63,484.0,0.0005,0.33,0.0006000000000000001,0.4715189933776856
121.0,231.0,0.006999999999999999,0.25,65.0,0.8,0.56,0.00030000000000000003,0.5094936490058899
166.0,375.0,0.006,0.15,337.0,0.0004,0.5,6e-06,0.5094936490058899
310.0,60.0,0.04,0.46,238.0,0.8,0.7,0.02,0.4207606911659241
469.0,228.0,0.30000000000000004,0.17,418.0,0.6000000000000001,0.02,0.01,0.4136291742324829
167.0,372.0,0.04,0.58,446.0,0.0008,0.65,3.000000000000001e-05,0.4905063211917877
267.0,252.0,0.0,0.19,453.0,0.9,0.43,0.5,0.25
416.0,209.0,0.0006000000000000001,0.0,73.0,0.0005,0.55,3.000000000000001e-05,0.4810126721858978
349.0,320.0,0.8,0.49,425.0,0.04,0.3,0.0008,0.4136291742324829
114.0,260.0,0.8,0.19,450.0,0.02,0.19,9e-05,0.4207606911659241
306.0,374.0,0.2,0.48,29.0,0.009000000000000001,0.1,0.001,0.41996830701828
126.0,364.0,0.8,0.07,272.0,0.0006000000000000001,0.42,0.006,0.4175911247730255
329.0,184.0,0.8,0.77,92.0,0.002,0.13,0.4,0.4136291742324829
327.0,95.0,0.00030000000000000003,0.68,199.0,7.000000000000001e-05,0.72,0.1,0.4183835089206696
95.0,237.0,0.06,0.62,438.0,0.06,0.65,0.0008,0.41600632667541504
420.0,195.0,0.0001,0.25,43.0,0.0008,0.79,0.006,0.4841772019863129
108.0,82.0,0.01,0.03,375.0,0.2,0.31,0.09,0.4136291742324829
314.0,169.0,1e-05,0.45,329.0,0.002,0.47,0.0006000000000000001,0.4715189933776856
169.0,106.0,8e-05,0.11,248.0,0.0006000000000000001,0.3,0.2,0.4136291742324829
202.0,262.0,0.7000000000000001,0.3,183.0,2e-05,0.3,9e-05,0.5126582384109497
68.0,96.0,0.04,0.1,22.0,0.7000000000000001,0.33,0.30000000000000004,0.4136291742324829
188.0,359.0,0.2,0.07,432.0,7.000000000000001e-05,0.73,0.00030000000000000003,0.4905063211917877
464.0,169.0,9e-05,0.16,79.0,1e-05,0.42,0.005,0.4651898741722107
256.0,164.0,0.4,0.21,64.0,0.8,0.39,0.0005,0.4294770061969757
301.0,125.0,0.006999999999999999,0.73,300.0,0.0,0.58,0.003,0.4683042764663696
500.0,395.0,0.06,0.3,293.0,0.0005,0.17,2e-06,0.4936708807945252
261.0,316.0,0.0,0.32,169.0,0.1,0.28,0.0005,0.4968354403972626
261.0,197.0,0.0006000000000000001,0.71,308.0,0.09,0.25,0.0005,0.4810126721858978
101.0,224.0,0.06,0.55,157.0,0.004,0.5,0.0008,0.5
428.0,134.0,0.005,0.03,429.0,0.0004,0.45,0.01,0.4082278609275818
309.0,297.0,0.04,0.53,159.0,0.06,0.08,0.0008,0.4793977737426758
51.0,99.0,0.8,0.51,165.0,0.008,0.56,0.008,0.41442155838012695
474.0,180.0,0.07,0.36,487.0,3.000000000000001e-05,0.11,0.07,0.4136291742324829
375.0,193.0,0.003,0.65,487.0,0.9,0.11,0.0008,0.5094936490058899
139.0,491.0,0.0,0.27,153.0,0.006999999999999999,0.36,2e-06,0.5031645298004149
124.0,126.0,0.005,0.31,131.0,3.000000000000001e-05,0.13,0.0005,0.4714738428592682
102.0,218.0,0.0,0.09,62.0,0.2,0.42,0.05,0.4683544337749481
169.0,215.0,0.00030000000000000003,0.39,276.0,0.0009000000000000002,0.65,0.008,0.4208860695362091
484.0,96.0,0.08,0.51,54.0,3.000000000000001e-05,0.38,5e-06,0.5031645298004149
427.0,63.0,0.01,0.44,255.0,0.7000000000000001,0.45,0.003,0.4334389865398407
302.0,464.0,0.5,0.05,156.0,1e-05,0.7,0.005,0.4516640305519104
133.0,360.0,0.01,0.71,250.0,0.0005,0.76,0.001,0.4810126721858978
363.0,323.0,0.008,0.52,460.0,0.00030000000000000003,0.08,0.006999999999999999,0.4683544337749481
81.0,177.0,8e-05,0.46,219.0,0.0008,0.55,0.08,0.4136291742324829
347.0,328.0,6.000000000000002e-05,0.16,346.0,2e-05,0.75,4e-05,0.5
179.0,131.0,5e-05,0.53,423.0,0.8,0.46,0.08,0.4675118923187256
323.0,79.0,0.30000000000000004,0.62,360.0,9e-05,0.38,4e-05,0.5158227682113647
245.0,159.0,0.0,0.72,30.0,0.0008,0.48,0.1,0.419175922870636
403.0,159.0,0.5,0.05,470.0,2e-05,0.62,0.003,0.5094936490058899
372.0,379.0,0.0,0.1,19.0,0.0009000000000000002,0.58,2e-06,0.3549920618534088
317.0,278.0,0.0008,0.73,66.0,0.04,0.38,0.002,0.474683552980423
61.0,124.0,6.000000000000002e-05,0.75,440.0,0.0002,0.25,0.5,0.4136291742324829
158.0,252.0,0.00030000000000000003,0.17,186.0,0.0009000000000000002,0.33,0.6000000000000001,0.4136291742324829
386.0,438.0,0.0007,0.62,189.0,0.0,0.38,0.0001,0.4936608672142029
414.0,96.0,0.04,0.18,476.0,2e-05,0.42,0.006999999999999999,0.4683544337749481
342.0,322.0,7.000000000000001e-05,0.12,163.0,0.0,0.17,0.005,0.452531635761261
261.0,332.0,0.4,0.73,473.0,0.8,0.57,0.0004,0.41600632667541504
232.0,104.0,0.07,0.7,185.0,0.09,0.14,9e-05,0.4215531051158905
249.0,470.0,0.0,0.39,465.0,0.006,0.25,0.0008,0.4881141185760498
344.0,322.0,0.0,0.18,487.0,0.0009000000000000002,0.25,7.000000000000001e-05,0.4960380494594574
313.0,476.0,0.06,0.49,166.0,0.2,0.55,0.5,0.25
294.0,425.0,0.04,0.18,320.0,3.000000000000001e-05,0.13,0.0009000000000000002,0.4873417615890503
100.0,66.0,0.006999999999999999,0.07,420.0,0.0007,0.57,0.004,0.4136291742324829
420.0,292.0,1e-05,0.6,472.0,0.0,0.05,7.000000000000001e-05,0.5031645298004149
381.0,438.0,0.0008,0.59,113.0,0.02,0.24,0.6000000000000001,0.4136291742324829
87.0,350.0,0.008,0.59,414.0,0.8,0.67,0.0006000000000000001,0.4136291742324829
83.0,244.0,0.0004,0.18,58.0,0.02,0.42,5e-06,0.5031645298004149
114.0,174.0,0.30000000000000004,0.35,411.0,0.0002,0.08,0.009000000000000001,0.4136291742324829
88.0,400.0,0.006,0.19,490.0,0.07,0.47,5e-06,0.5158227682113647
127.0,481.0,0.04,0.14,311.0,1e-05,0.34,7.000000000000001e-05,0.4793977737426758
7.0,159.0,4e-05,0.35,434.0,0.0,0.8,0.4,0.415213942527771
342.0,472.0,0.6000000000000001,0.57,490.0,0.5,0.65,8e-05,0.4294770061969757
340.0,365.0,0.0008,0.47,495.0,0.002,0.67,8e-06,0.5094936490058899
494.0,237.0,1e-05,0.05,247.0,6.000000000000002e-05,0.52,1e-06,0.4207606911659241
221.0,498.0,0.0001,0.27,416.0,0.2,0.25,0.5,0.4136291742324829
467.0,377.0,0.006,0.11,487.0,0.0002,0.3,1e-05,0.5126582384109497
11.0,165.0,0.005,0.7,344.0,0.1,0.22,0.002,0.41442155838012695
443.0,92.0,0.5,0.46,112.0,0.0005,0.74,8e-06,0.4302694201469421
2.0,201.0,0.0,0.52,446.0,0.0002,0.34,2e-05,0.4849445223808289
330.0,206.0,0.1,0.31,28.0,0.003,0.54,0.0009000000000000002,0.4255150556564331
230.0,153.0,0.0,0.17,58.0,8e-05,0.64,0.008,0.474683552980423
270.0,181.0,5e-05,0.22,73.0,0.001,0.39,6.000000000000002e-05,0.4984152019023895
415.0,349.0,0.008,0.64,348.0,0.004,0.09,0.0004,0.4841772019863129
371.0,415.0,0.0009000000000000002,0.66,499.0,0.02,0.76,0.09,0.41442155838012695
386.0,90.0,0.0005,0.43,56.0,9e-05,0.79,7.000000000000003e-06,0.34493669867515564
207.0,156.0,0.0009000000000000002,0.68,283.0,0.006999999999999999,0.42,0.0005,0.4524564146995544
404.0,416.0,0.09,0.04,346.0,9e-05,0.09,2e-06,0.27531644701957697
59.0,211.0,0.0008,0.19,181.0,5e-05,0.19,0.05,0.4136291742324829
33.0,365.0,5e-05,0.48,46.0,0.4,0.68,0.2,0.415213942527771
414.0,354.0,0.0,0.15,397.0,0.6000000000000001,0.57,0.7000000000000001,0.4136291742324829
122.0,335.0,0.0,0.47,330.0,0.02,0.69,1e-06,0.4413629174232483
93.0,485.0,0.0,0.7,127.0,0.09,0.13,7.000000000000003e-06,0.5221518874168396
227.0,462.0,0.05,0.29,252.0,0.2,0.8,2e-06,0.4381933510303497
379.0,294.0,0.09,0.8,93.0,0.01,0.42,0.09,0.41442155838012695
487.0,187.0,0.003,0.08,374.0,0.0,0.13,0.006999999999999999,0.4524564146995544
235.0,50.0,0.02,0.52,119.0,0.008,0.67,0.30000000000000004,0.4239302575588226
148.0,447.0,0.001,0.63,338.0,0.006999999999999999,0.29,0.4,0.41442155838012695
277.0,481.0,0.2,0.35,308.0,0.006,0.8,0.0004,0.4239302575588226
394.0,274.0,0.02,0.28,493.0,0.004,0.67,0.5,0.4136291742324829
257.0,236.0,0.0,0.52,376.0,0.002,0.39,6.000000000000002e-05,0.5063291192054749
5.0,289.0,0.03,0.36,151.0,0.00030000000000000003,0.61,0.04,0.4136291742324829
463.0,438.0,3.000000000000001e-05,0.28,158.0,0.03,0.74,3e-06,0.5094936490058899
343.0,378.0,9e-05,0.75,286.0,0.02,0.37,1e-05,0.4801901876926422
57.0,139.0,0.00030000000000000003,0.42,397.0,0.5,0.2,6.000000000000002e-05,0.4968354403972626
166.0,264.0,0.0004,0.03,174.0,0.7000000000000001,0.31,8e-06,0.4936708807945252
305.0,252.0,0.003,0.79,324.0,7.000000000000001e-05,0.69,4e-05,0.4556961953639984
119.0,73.0,0.0008,0.57,442.0,9e-05,0.12,0.004,0.41600632667541504
319.0,53.0,0.07,0.34,47.0,0.0,0.48,0.06,0.4136291742324829
430.0,72.0,0.0006000000000000001,0.25,455.0,0.002,0.02,8e-06,0.4936708807945252
242.0,188.0,0.0004,0.6,159.0,0.0009000000000000002,0.2,0.02,0.4715189933776856
317.0,84.0,0.0004,0.05,99.0,0.0002,0.22,0.0008,0.5
151.0,141.0,0.09,0.76,161.0,0.0006000000000000001,0.47,7.000000000000001e-05,0.4651898741722107
208.0,109.0,9e-05,0.61,41.0,5e-05,0.6,6.000000000000002e-05,0.5
36.0,92.0,0.0009000000000000002,0.14,130.0,5e-05,0.54,4e-06,0.5063291192054749
274.0,308.0,4e-05,0.26,404.0,0.003,0.36,0.0001,0.5126582384109497
56.0,297.0,0.7000000000000001,0.42,189.0,0.8,0.76,0.09,0.4136291742324829
121.0,283.0,0.0,0.13,497.0,0.0005,0.07,5e-05,0.4873417615890503
34.0,66.0,0.09,0.66,11.0,0.0,0.61,0.0002,0.4167987406253815
230.0,150.0,0.004,0.37,209.0,0.9,0.39,8e-06,0.4968354403972626
174.0,495.0,0.008,0.77,358.0,2e-05,0.32,0.008,0.4627575278282166
6.0,468.0,0.9,0.22,97.0,4e-05,0.35,0.6000000000000001,0.25
495.0,324.0,0.02,0.72,6.0,0.07,0.01,0.002,0.4136291742324829
