Batch Size,L1 Nodes,L1 Regularization,L1 Dropout,L2 Nodes,L2 Regularization,L2 Dropout,Learning Rate,Accuracy
600.0,229.0,0.005,0.37,176.0,0.4,0.68,3e-06,0.4166666567325592
7.0,288.0,0.1,0.14,296.0,0.0007,0.13,0.006999999999999999,0.4126984179019928
6.0,96.0,0.0,0.61,176.0,0.0002,0.03,0.8,0.24761904776096344
10.0,121.0,0.006,0.16,247.0,0.5,0.46,3.000000000000001e-05,0.5111111402511597
3.0,164.0,9e-05,0.52,77.0,0.0004,0.09,1e-05,0.4507936537265778
5.0,134.0,0.01,0.23,107.0,0.05,0.11,8e-05,0.4904761910438538
90.0,257.0,0.2,0.62,43.0,7.000000000000001e-05,0.77,0.07,0.41428571939468384
900.0,175.0,8e-05,0.54,235.0,0.00030000000000000003,0.5,0.03,0.4825396835803986
20.0,108.0,0.0,0.58,228.0,0.009000000000000001,0.26,0.0004,0.4888888895511627
90.0,229.0,0.0008,0.2,154.0,0.0002,0.33,0.009000000000000001,0.4253968298435211
5.0,285.0,0.06,0.26,249.0,0.00030000000000000003,0.73,8e-05,0.4857142865657806
3.0,176.0,0.0,0.34,50.0,0.004,0.45,0.002,0.4507936537265778
600.0,136.0,0.08,0.18,182.0,0.0,0.34,0.0004,0.4920634925365448
400.0,298.0,3.000000000000001e-05,0.34,203.0,4e-05,0.4,0.009000000000000001,0.41904762387275696
20.0,254.0,0.0007,0.74,129.0,5e-05,0.51,0.005,0.4698412716388702
90.0,296.0,0.05,0.07,184.0,0.005,0.79,6.000000000000002e-05,0.5079365372657776
1.0,295.0,0.0007,0.45,127.0,0.0,0.45,0.5,0.24761904776096344
900.0,155.0,0.001,0.0,9.0,0.009000000000000001,0.04,9e-06,0.2888889014720917
3.0,205.0,0.05,0.65,259.0,0.7000000000000001,0.32,0.003,0.4126984179019928
6.0,245.0,8e-05,0.39,81.0,0.0002,0.57,0.08,0.4158730208873749
800.0,60.0,2e-05,0.8,8.0,0.06,0.17,6.000000000000002e-05,0.4920634925365448
100.0,265.0,0.0,0.14,65.0,0.0009000000000000002,0.57,0.0009000000000000002,0.4761904776096344
40.0,294.0,0.6000000000000001,0.49,15.0,0.9,0.37,7.000000000000001e-05,0.42619046568870544
70.0,157.0,0.0006000000000000001,0.38,159.0,0.7000000000000001,0.62,6.000000000000002e-05,0.5206349492073059
200.0,56.0,0.0008,0.65,63.0,0.0007,0.18,7.000000000000003e-06,0.3936507999897003
60.0,85.0,0.0002,0.33,174.0,0.005,0.32,0.09,0.4285714328289032
70.0,187.0,0.0,0.09,159.0,0.8,0.53,4e-06,0.4920634925365448
500.0,46.0,0.2,0.19,205.0,1e-05,0.65,0.7000000000000001,0.24761904776096344
800.0,275.0,0.2,0.31,272.0,0.04,0.53,0.0001,0.43888887763023376
9.0,260.0,0.005,0.22,272.0,0.0001,0.13,0.009000000000000001,0.5111111402511597
16.0,282.0,0.02,0.45,17.0,0.0001,0.59,0.001,0.4556961953639984
16.0,208.0,9e-05,0.17,28.0,0.8,0.61,0.06,0.4134920537471771
16.0,164.0,0.01,0.75,139.0,0.008,0.02,6e-06,0.4936708807945252
16.0,215.0,0.0,0.52,242.0,0.8,0.52,0.002,0.452531635761261
16.0,197.0,0.03,0.36,238.0,0.0,0.55,0.0007,0.4809523820877075
16.0,218.0,0.1,0.66,192.0,0.0,0.42,0.0001,0.498412698507309
16.0,168.0,0.002,0.29,265.0,0.0,0.49,0.0001,0.5031645298004149
16.0,294.0,0.004,0.04,196.0,6.000000000000002e-05,0.73,0.02,0.41825395822525024
16.0,170.0,0.30000000000000004,0.01,43.0,0.02,0.03,0.2,0.4126984179019928
16.0,223.0,3.000000000000001e-05,0.22,191.0,0.8,0.55,0.009000000000000001,0.4214285612106323
32.0,92.0,8e-05,0.03,20.0,9e-05,0.06,0.0008,0.452531635761261
32.0,93.0,0.7000000000000001,0.21,264.0,0.01,0.49,0.0004,0.4126984179019928
32.0,471.0,0.006999999999999999,0.61,249.0,0.0,0.02,0.7000000000000001,0.2468354403972625
32.0,103.0,0.005,0.28,499.0,0.8,0.34,3e-06,0.44841268658638
32.0,268.0,0.003,0.31,76.0,0.01,0.34,4e-05,0.4620253145694733
32.0,468.0,0.0,0.46,342.0,0.2,0.49,0.0004,0.5158227682113647
32.0,50.0,0.004,0.75,370.0,0.04,0.18,0.001,0.4547618925571442
32.0,401.0,0.006,0.15,342.0,0.0,0.16,0.5,0.2468354403972625
32.0,484.0,0.0,0.4,390.0,0.08,0.09,0.7000000000000001,0.4126984179019928
32.0,447.0,0.0,0.37,268.0,0.01,0.31,0.06,0.4166666567325592
32.0,292.0,0.8,0.76,67.0,2e-05,0.56,8e-05,0.44999998807907104
32.0,109.0,0.0,0.09,22.0,0.5,0.32,0.5,0.41111111640930176
32.0,74.0,0.02,0.38,47.0,6.000000000000002e-05,0.71,6e-06,0.5063291192054749
32.0,421.0,9e-05,0.08,224.0,5e-05,0.35,0.006,0.3860759437084198
32.0,377.0,3.000000000000001e-05,0.6,59.0,0.009000000000000001,0.03,9e-06,0.4841772019863129
32.0,211.0,0.0004,0.63,222.0,0.04,0.66,8e-05,0.5
32.0,420.0,0.006,0.02,303.0,0.0002,0.49,0.009000000000000001,0.4588607549667358
32.0,114.0,0.006999999999999999,0.16,269.0,0.003,0.33,6.000000000000002e-05,0.4810126721858978
32.0,198.0,5e-05,0.45,42.0,0.006,0.04,9e-06,0.4936708807945252
32.0,415.0,7.000000000000001e-05,0.26,390.0,0.06,0.16,0.30000000000000004,0.4126984179019928
32.0,210.0,0.003,0.79,365.0,0.003,0.5,4e-06,0.4841772019863129
32.0,352.0,8e-05,0.3,253.0,5e-05,0.14,8e-05,0.4888888895511627
32.0,187.0,8e-05,0.3,223.0,0.1,0.12,0.7000000000000001,0.4126984179019928
32.0,437.0,6.000000000000002e-05,0.74,114.0,0.2,0.46,9e-06,0.5126582384109497
32.0,336.0,0.1,0.58,274.0,0.0,0.21,0.006,0.4174603223800659
32.0,432.0,0.03,0.28,34.0,0.07,0.19,2e-05,0.4968354403972626
32.0,152.0,0.0,0.79,277.0,0.4,0.36,3.000000000000001e-05,0.5150793790817261
32.0,208.0,0.0,0.2,137.0,0.0001,0.48,0.006,0.3892405033111572
32.0,382.0,0.03,0.51,176.0,8e-05,0.61,5e-06,0.5
32.0,120.0,0.08,0.02,182.0,0.5,0.53,0.4,0.4126984179019928
32.0,88.0,0.0006000000000000001,0.62,30.0,0.0006000000000000001,0.76,6e-06,0.39841270446777344
32.0,151.0,0.005,0.6,119.0,4e-05,0.33,6.000000000000002e-05,0.5031645298004149
32.0,43.0,0.08,0.46,59.0,0.009000000000000001,0.73,0.008,0.4134920537471771
32.0,446.0,0.0,0.79,417.0,0.008,0.35,0.005,0.4240506291389465
32.0,273.0,0.0008,0.09,121.0,0.05,0.73,9e-05,0.5
32.0,49.0,0.30000000000000004,0.19,152.0,7.000000000000001e-05,0.2,0.6000000000000001,0.41428571939468384
32.0,124.0,0.005,0.52,26.0,4e-05,0.17,0.0004,0.4968354403972626
32.0,426.0,0.005,0.53,143.0,0.01,0.61,1e-05,0.5126582384109497
32.0,384.0,0.9,0.04,134.0,0.0,0.62,0.8,0.4166666567325592
32.0,122.0,0.5,0.72,24.0,0.00030000000000000003,0.69,0.003,0.41428571939468384
32.0,89.0,0.7000000000000001,0.11,218.0,0.0005,0.27,0.08,0.4126984179019928
32.0,80.0,0.2,0.41,420.0,0.0,0.38,0.003,0.4730158746242523
32.0,224.0,0.4,0.7,223.0,0.0007,0.06,0.04,0.4126984179019928
32.0,302.0,0.02,0.35,58.0,0.004,0.63,0.0005,0.4778481125831604
32.0,390.0,0.0007,0.04,72.0,0.07,0.44,0.5,0.4134920537471771
32.0,487.0,0.006999999999999999,0.15,170.0,7.000000000000001e-05,0.74,0.002,0.427215188741684
32.0,436.0,0.4,0.42,171.0,6.000000000000002e-05,0.63,0.08,0.4126984179019928
32.0,108.0,9e-05,0.46,23.0,7.000000000000001e-05,0.74,0.0005,0.4778481125831604
32.0,46.0,0.00030000000000000003,0.59,480.0,0.30000000000000004,0.56,4e-06,0.43492063879966736
32.0,455.0,0.08,0.47,266.0,0.004,0.15,0.03,0.4126984179019928
32.0,230.0,0.03,0.62,226.0,0.2,0.39,0.003,0.4126984179019928
32.0,436.0,9e-05,0.01,184.0,0.0004,0.27,0.03,0.4240506291389465
32.0,498.0,0.02,0.26,56.0,0.05,0.52,0.005,0.4126984179019928
32.0,382.0,0.0002,0.53,447.0,3.000000000000001e-05,0.78,0.5,0.2468354403972625
32.0,240.0,0.006999999999999999,0.11,160.0,0.07,0.27,0.00030000000000000003,0.5031645298004149
32.0,375.0,0.0002,0.44,69.0,0.006999999999999999,0.73,4e-06,0.5063291192054749
32.0,460.0,0.8,0.3,366.0,0.06,0.39,8e-06,0.4357142746448517
32.0,68.0,0.0,0.13,200.0,0.05,0.34,4e-06,0.5063291192054749
32.0,165.0,0.02,0.35,149.0,0.06,0.72,7.000000000000003e-06,0.5126582384109497
32.0,251.0,0.0,0.67,243.0,0.009000000000000001,0.33,0.30000000000000004,0.4126984179019928
50.0,126.0,0.00030000000000000003,0.73,289.0,0.0007,0.17,0.5,0.4126984179019928
50.0,145.0,6.000000000000002e-05,0.72,290.0,0.0,0.05,9e-06,0.4683544337749481
50.0,213.0,0.002,0.46,220.0,7.000000000000001e-05,0.75,9e-06,0.5
50.0,424.0,0.0,0.78,445.0,0.02,0.42,0.07,0.2468354403972625
50.0,269.0,0.00030000000000000003,0.59,242.0,3.000000000000001e-05,0.39,0.4,0.4079365134239197
50.0,244.0,0.008,0.12,191.0,0.008,0.79,4e-06,0.4936708807945252
50.0,471.0,0.06,0.27,54.0,0.003,0.11,0.006,0.5031645298004149
50.0,172.0,4e-05,0.62,283.0,0.0008,0.31,4e-05,0.5063291192054749
50.0,268.0,0.7000000000000001,0.35,130.0,0.05,0.09,4e-05,0.4174603223800659
50.0,222.0,0.2,0.45,65.0,0.09,0.8,0.2,0.4126984179019928
50.0,300.0,0.008,0.03,261.0,2e-05,0.32,0.01,0.4595237970352173
50.0,70.0,0.08,0.46,35.0,0.02,0.71,5e-05,0.5087301731109619
50.0,193.0,0.0,0.23,37.0,0.009000000000000001,0.64,0.01,0.43888887763023376
50.0,415.0,8e-05,0.6,152.0,0.08,0.66,0.6000000000000001,0.4158730208873749
50.0,364.0,0.09,0.73,336.0,0.004,0.75,0.9,0.4079365134239197
50.0,110.0,0.003,0.39,171.0,0.00030000000000000003,0.15,5e-06,0.4936708807945252
50.0,121.0,0.005,0.58,105.0,0.04,0.17,1e-06,0.4430379867553711
50.0,123.0,0.0004,0.09,284.0,0.0007,0.29,0.003,0.3968254029750824
50.0,165.0,0.03,0.36,206.0,3.000000000000001e-05,0.25,0.01,0.44603174924850464
50.0,41.0,0.6000000000000001,0.49,167.0,0.0,0.55,0.0007,0.4873417615890503
50.0,281.0,0.09,0.27,480.0,0.0002,0.09,0.0008,0.4367088675498961
50.0,134.0,0.02,0.59,243.0,0.0002,0.52,0.03,0.4166666567325592
50.0,285.0,0.0,0.8,110.0,8e-05,0.47,0.09,0.4007936418056488
50.0,320.0,8e-05,0.27,92.0,0.8,0.67,0.009000000000000001,0.4651898741722107
50.0,402.0,0.004,0.08,192.0,4e-05,0.11,0.02,0.4905063211917877
50.0,323.0,0.2,0.57,73.0,3.000000000000001e-05,0.24,0.7000000000000001,0.2468354403972625
50.0,251.0,0.0004,0.29,479.0,0.4,0.74,0.008,0.4177215099334717
50.0,78.0,5e-05,0.25,467.0,0.5,0.54,0.004,0.44206348061561584
50.0,356.0,0.0,0.14,290.0,0.02,0.64,1e-06,0.4873417615890503
50.0,381.0,0.09,0.26,372.0,0.0009000000000000002,0.49,0.6000000000000001,0.4126984179019928
50.0,62.0,0.05,0.54,225.0,0.001,0.59,2e-05,0.5063291192054749
50.0,53.0,0.03,0.52,126.0,0.0007,0.42,0.1,0.41428571939468384
50.0,413.0,0.08,0.11,499.0,0.0002,0.47,5e-05,0.5031645298004149
50.0,271.0,0.8,0.36,260.0,3.000000000000001e-05,0.06,0.1,0.2468354403972625
50.0,91.0,0.08,0.34,215.0,2e-05,0.8,0.0004,0.4905063211917877
50.0,57.0,0.0,0.52,305.0,0.006999999999999999,0.05,0.0004,0.4715189933776856
50.0,212.0,0.0007,0.57,150.0,1e-05,0.01,0.30000000000000004,0.4126984179019928
50.0,230.0,0.5,0.24,289.0,0.0,0.32,0.0006000000000000001,0.4715189933776856
50.0,457.0,0.0,0.2,66.0,0.7000000000000001,0.69,1e-06,0.4841772019863129
50.0,347.0,0.0,0.38,202.0,0.0006000000000000001,0.25,0.0001,0.4683544337749481
50.0,123.0,0.06,0.55,31.0,8e-05,0.55,0.5,0.39920634031295776
50.0,80.0,0.0008,0.63,245.0,0.0,0.5,0.006999999999999999,0.4177215099334717
50.0,217.0,0.0007,0.45,333.0,0.0001,0.0,4e-05,0.4873417615890503
50.0,450.0,0.0,0.65,332.0,0.0004,0.54,4e-06,0.4398734271526337
50.0,310.0,0.08,0.06,407.0,0.003,0.12,4e-05,0.488095223903656
50.0,460.0,3.000000000000001e-05,0.68,346.0,0.0,0.64,0.04,0.41507935523986816
50.0,469.0,0.6000000000000001,0.69,43.0,8e-05,0.15,0.2,0.2468354403972625
50.0,131.0,7.000000000000001e-05,0.51,20.0,0.05,0.78,0.6000000000000001,0.4055555462837219
50.0,329.0,1e-05,0.77,274.0,0.0008,0.5,9e-05,0.4841772019863129
50.0,475.0,0.9,0.75,250.0,0.0007,0.46,0.0001,0.5063492059707642
50.0,318.0,0.0,0.34,384.0,0.0,0.57,9e-05,0.5094936490058899
50.0,157.0,0.0001,0.56,216.0,0.0,0.07,0.05,0.41428571939468384
50.0,155.0,0.1,0.62,494.0,0.0,0.79,0.008,0.4126984179019928
50.0,450.0,8e-05,0.11,116.0,2e-05,0.66,0.009000000000000001,0.4335443079471588
50.0,47.0,0.07,0.26,226.0,0.04,0.67,0.1,0.4126984179019928
50.0,152.0,0.09,0.3,321.0,0.005,0.18,5e-06,0.5063291192054749
50.0,194.0,0.02,0.52,122.0,0.01,0.38,0.0006000000000000001,0.4936708807945252
50.0,375.0,0.1,0.52,213.0,0.30000000000000004,0.36,0.006999999999999999,0.4126984179019928
50.0,54.0,0.04,0.17,455.0,0.009000000000000001,0.14,0.9,0.2468354403972625
50.0,77.0,0.2,0.71,263.0,0.8,0.34,0.005,0.4126984179019928
50.0,302.0,0.0,0.39,117.0,0.05,0.43,0.4,0.41428571939468384
50.0,375.0,0.06,0.13,345.0,0.7000000000000001,0.43,0.008,0.4126984179019928
50.0,331.0,0.4,0.66,491.0,0.006999999999999999,0.53,0.01,0.41507935523986816
50.0,102.0,0.0005,0.2,262.0,0.006,0.77,0.30000000000000004,0.4126984179019928
50.0,474.0,0.008,0.72,326.0,3.000000000000001e-05,0.35,6.000000000000002e-05,0.4841772019863129
50.0,129.0,0.009000000000000001,0.07,387.0,0.0001,0.03,0.005,0.4398734271526337
50.0,369.0,0.4,0.25,147.0,0.0004,0.43,1e-05,0.5126582384109497
50.0,84.0,7.000000000000001e-05,0.8,258.0,9e-05,0.63,0.05,0.4166666567325592
50.0,138.0,0.4,0.78,102.0,0.004,0.79,0.001,0.4174603223800659
50.0,494.0,0.006,0.48,246.0,0.02,0.37,0.1,0.4126984179019928
50.0,406.0,0.06,0.23,266.0,0.6000000000000001,0.54,0.02,0.4126984179019928
50.0,190.0,6.000000000000002e-05,0.36,188.0,0.02,0.78,4e-05,0.4651898741722107
50.0,383.0,7.000000000000001e-05,0.4,409.0,0.0006000000000000001,0.77,0.0008,0.5
50.0,246.0,1e-05,0.5,446.0,0.0009000000000000002,0.45,6.000000000000002e-05,0.4810126721858978
50.0,269.0,1e-05,0.6,383.0,0.004,0.3,0.30000000000000004,0.4126984179019928
50.0,58.0,0.7000000000000001,0.79,315.0,0.008,0.08,4e-05,0.41904762387275696
50.0,48.0,8e-05,0.63,226.0,0.0007,0.52,0.008,0.43095237016677856
50.0,474.0,6.000000000000002e-05,0.52,395.0,0.05,0.71,9e-05,0.5095238089561462
50.0,451.0,0.006999999999999999,0.15,21.0,3.000000000000001e-05,0.77,0.0002,0.4683544337749481
50.0,95.0,0.003,0.24,374.0,4e-05,0.43,5e-05,0.4873417615890503
50.0,156.0,0.0001,0.59,485.0,0.008,0.74,5e-06,0.5039682388305664
50.0,432.0,0.009000000000000001,0.35,11.0,4e-05,0.8,0.005,0.4134920537471771
50.0,86.0,0.0,0.63,497.0,0.008,0.49,0.0005,0.488095223903656
50.0,321.0,0.006,0.1,203.0,0.7000000000000001,0.13,0.0001,0.4968354403972626
50.0,44.0,7.000000000000001e-05,0.67,417.0,0.0008,0.44,5e-05,0.4960317313671112
50.0,363.0,0.004,0.47,427.0,0.0002,0.64,0.06,0.4126984179019928
50.0,496.0,0.2,0.41,141.0,0.002,0.24,0.00030000000000000003,0.5158227682113647
50.0,161.0,0.0006000000000000001,0.61,411.0,8e-05,0.37,0.6000000000000001,0.2468354403972625
50.0,360.0,0.4,0.66,406.0,0.7000000000000001,0.33,0.5,0.4126984179019928
50.0,91.0,0.0005,0.71,32.0,3.000000000000001e-05,0.22,2e-06,0.39841270446777344
50.0,225.0,0.2,0.15,400.0,0.05,0.69,0.5,0.4126984179019928
50.0,117.0,0.09,0.8,396.0,0.09,0.45,0.004,0.4134920537471771
50.0,138.0,4e-05,0.52,342.0,0.7000000000000001,0.05,7.000000000000001e-05,0.5094936490058899
50.0,458.0,8e-05,0.53,83.0,0.05,0.5,0.0002,0.4905063211917877
50.0,117.0,0.6000000000000001,0.08,341.0,0.0007,0.41,5e-05,0.5079365372657776
50.0,239.0,0.0002,0.25,66.0,1e-05,0.51,1e-06,0.3492063581943512
50.0,244.0,0.04,0.26,458.0,0.07,0.78,0.2,0.4126984179019928
50.0,52.0,0.004,0.25,183.0,0.08,0.09,0.09,0.4126984179019928
50.0,200.0,1e-05,0.28,27.0,1e-05,0.67,0.30000000000000004,0.41428571939468384
50.0,278.0,0.01,0.45,414.0,4e-05,0.32,0.4,0.2468354403972625
348.0,289.0,0.0,0.54,402.0,0.08,0.25,0.03,0.4936708807945252
184.0,296.0,0.004,0.44,267.0,0.0,0.55,4e-06,0.4968354403972626
69.0,159.0,0.0,0.58,151.0,7.000000000000001e-05,0.18,0.0004,0.4873015880584717
330.0,133.0,0.8,0.66,441.0,0.0,0.02,0.06,0.4174603223800659
231.0,270.0,0.004,0.75,216.0,0.4,0.8,0.6000000000000001,0.41904762387275696
353.0,370.0,0.01,0.68,8.0,0.01,0.31,0.4,0.4158730208873749
421.0,167.0,0.05,0.43,210.0,0.04,0.17,6.000000000000002e-05,0.5253164768218994
467.0,458.0,0.9,0.32,394.0,0.0,0.68,5e-05,0.5094936490058899
159.0,107.0,0.005,0.54,142.0,0.0,0.06,0.02,0.4810126721858978
56.0,335.0,0.0,0.55,72.0,3.000000000000001e-05,0.39,0.04,0.4158730208873749
43.0,228.0,0.8,0.48,352.0,0.0009000000000000002,0.43,0.0004,0.4810126721858978
23.0,184.0,0.0,0.5,331.0,0.4,0.1,3.000000000000001e-05,0.5134920477867126
312.0,147.0,8e-05,0.23,484.0,0.005,0.78,0.9,0.4134920537471771
470.0,382.0,5e-05,0.76,339.0,0.0002,0.02,0.004,0.4968354403972626
147.0,139.0,0.04,0.1,434.0,0.2,0.22,0.002,0.4952380955219269
33.0,228.0,0.006999999999999999,0.49,447.0,9e-05,0.25,0.008,0.5031645298004149
242.0,204.0,0.002,0.69,192.0,0.009000000000000001,0.17,8e-05,0.4841772019863129
408.0,487.0,0.07,0.33,93.0,0.0009000000000000002,0.69,0.05,0.4126984179019928
271.0,250.0,0.009000000000000001,0.58,118.0,0.1,0.04,0.008,0.5031645298004149
266.0,437.0,0.0,0.4,371.0,0.002,0.63,0.001,0.4715189933776856
265.0,419.0,0.4,0.13,293.0,0.09,0.57,1e-06,0.41507935523986816
497.0,62.0,4e-05,0.2,32.0,0.002,0.0,1e-06,0.3563492000102997
279.0,334.0,0.0,0.11,186.0,0.03,0.51,7.000000000000001e-05,0.5031645298004149
430.0,215.0,0.8,0.69,169.0,0.002,0.52,0.5,0.41904762387275696
262.0,401.0,0.0005,0.4,365.0,0.006999999999999999,0.36,1e-05,0.4968354403972626
186.0,362.0,0.0,0.15,39.0,0.5,0.07,0.0004,0.4683544337749481
380.0,83.0,0.07,0.62,310.0,0.00030000000000000003,0.39,0.1,0.44603174924850464
108.0,337.0,0.006,0.5,5.0,5e-05,0.34,0.2,0.4126984179019928
476.0,382.0,0.9,0.24,234.0,0.4,0.6,9e-06,0.43492063879966736
102.0,139.0,0.0,0.35,86.0,0.30000000000000004,0.11,0.0006000000000000001,0.4873417615890503
341.0,424.0,0.0008,0.57,153.0,0.1,0.69,0.08,0.4253968298435211
94.0,331.0,0.0009000000000000002,0.2,221.0,0.0,0.32,0.6000000000000001,0.4126984179019928
39.0,424.0,0.009000000000000001,0.01,334.0,4e-05,0.12,0.7000000000000001,0.4126984179019928
285.0,251.0,0.1,0.47,66.0,1e-05,0.03,0.009000000000000001,0.4905063211917877
173.0,201.0,0.004,0.65,165.0,0.30000000000000004,0.43,6e-06,0.4936708807945252
48.0,340.0,1e-05,0.68,424.0,0.0005,0.45,0.03,0.4277777671813965
322.0,406.0,0.9,0.64,260.0,0.0,0.3,0.06,0.4126984179019928
188.0,89.0,0.006,0.02,376.0,0.1,0.58,9e-05,0.5189873576164246
138.0,409.0,7.000000000000001e-05,0.49,159.0,0.001,0.22,0.01,0.4145569503307343
30.0,464.0,0.0004,0.14,350.0,0.2,0.61,0.0006000000000000001,0.5031645298004149
377.0,139.0,0.5,0.06,349.0,0.04,0.09,0.002,0.4134920537471771
325.0,429.0,7.000000000000001e-05,0.47,48.0,0.005,0.51,0.2,0.41904762387275696
362.0,349.0,0.003,0.17,20.0,0.004,0.69,0.006999999999999999,0.4547618925571442
173.0,192.0,5e-05,0.15,302.0,0.07,0.33,0.2,0.4126984179019928
154.0,357.0,0.7000000000000001,0.32,451.0,0.6000000000000001,0.78,2e-05,0.42698413133621216
382.0,453.0,6.000000000000002e-05,0.53,90.0,0.01,0.09,0.00030000000000000003,0.4968354403972626
33.0,152.0,0.07,0.03,174.0,0.08,0.11,0.003,0.4126984179019928
310.0,414.0,0.6000000000000001,0.62,283.0,0.0,0.08,0.0005,0.4896825253963471
273.0,278.0,0.04,0.77,199.0,0.0006000000000000001,0.33,0.6000000000000001,0.4126984179019928
66.0,287.0,0.00030000000000000003,0.37,67.0,0.0,0.62,6.000000000000002e-05,0.5
155.0,324.0,0.006999999999999999,0.09,207.0,0.03,0.24,0.002,0.474683552980423
489.0,458.0,0.9,0.41,164.0,0.9,0.07,1e-05,0.4325396716594696
29.0,487.0,0.4,0.0,97.0,0.01,0.31,0.06,0.4126984179019928
190.0,449.0,0.4,0.73,215.0,0.0,0.0,0.8,0.4126984179019928
242.0,114.0,0.0007,0.48,291.0,0.4,0.09,0.8,0.4126984179019928
243.0,265.0,0.0,0.79,58.0,0.6000000000000001,0.71,2e-06,0.4825396835803986
242.0,468.0,0.0007,0.08,382.0,0.0005,0.28,7.000000000000001e-05,0.4905063211917877
218.0,300.0,0.5,0.76,128.0,1e-05,0.59,7.000000000000001e-05,0.5111111402511597
291.0,119.0,0.08,0.67,431.0,0.6000000000000001,0.61,1e-06,0.43492063879966736
173.0,210.0,0.0,0.13,357.0,3.000000000000001e-05,0.7,0.0007,0.4905063211917877
297.0,120.0,8e-05,0.75,474.0,0.0,0.19,0.01,0.4303797483444214
487.0,384.0,0.002,0.31,179.0,0.002,0.63,0.002,0.4531745910644531
76.0,80.0,0.001,0.39,208.0,0.001,0.74,0.00030000000000000003,0.4810126721858978
34.0,97.0,0.004,0.17,319.0,0.9,0.18,0.0002,0.5063291192054749
470.0,291.0,0.0007,0.17,28.0,5e-05,0.66,2e-06,0.40238094329833984
177.0,168.0,0.001,0.8,134.0,1e-05,0.55,0.06,0.4238095283508301
17.0,99.0,0.02,0.33,7.0,0.0,0.41,0.005,0.41904762387275696
141.0,492.0,1e-05,0.35,292.0,0.0006000000000000001,0.66,0.004,0.4240506291389465
402.0,411.0,0.03,0.53,420.0,0.006999999999999999,0.72,0.2,0.4126984179019928
107.0,234.0,0.0,0.37,362.0,0.0002,0.26,0.03,0.39523810148239136
207.0,199.0,0.0006000000000000001,0.8,216.0,0.04,0.05,0.006,0.5031645298004149
24.0,415.0,0.02,0.52,276.0,9e-05,0.11,0.04,0.4126984179019928
250.0,188.0,0.04,0.4,101.0,0.0,0.13,5e-05,0.4968253970146179
207.0,333.0,0.00030000000000000003,0.37,127.0,6.000000000000002e-05,0.18,0.00030000000000000003,0.4674603044986725
275.0,372.0,0.0007,0.32,333.0,0.8,0.4,0.0007,0.5094936490058899
24.0,343.0,0.0004,0.01,218.0,0.03,0.4,7.000000000000003e-06,0.5063291192054749
307.0,481.0,0.0005,0.77,344.0,0.09,0.51,8e-06,0.5221518874168396
321.0,368.0,3.000000000000001e-05,0.21,59.0,0.05,0.44,0.03,0.4018987417221069
26.0,195.0,0.0,0.36,54.0,0.04,0.1,0.04,0.4968354403972626
40.0,408.0,0.6000000000000001,0.15,479.0,0.0,0.05,0.01,0.41507935523986816
343.0,218.0,0.02,0.08,424.0,0.06,0.62,6e-06,0.5094936490058899
40.0,159.0,8e-05,0.52,412.0,0.0001,0.23,1e-06,0.44841268658638
104.0,60.0,0.003,0.03,92.0,0.5,0.68,5e-05,0.5316455960273743
30.0,98.0,7.000000000000001e-05,0.51,397.0,0.0009000000000000002,0.44,0.0001,0.4936708807945252
186.0,144.0,6.000000000000002e-05,0.27,332.0,0.004,0.25,5e-05,0.5094936490058899
237.0,299.0,0.0005,0.04,449.0,0.0008,0.77,0.004,0.4905063211917877
370.0,166.0,0.08,0.76,493.0,4e-05,0.14,0.01,0.5094936490058899
448.0,41.0,0.005,0.19,228.0,0.0,0.66,8e-05,0.5094936490058899
316.0,211.0,6.000000000000002e-05,0.73,394.0,0.9,0.07,0.07,0.5031645298004149
369.0,468.0,0.0004,0.43,119.0,0.0,0.17,0.1,0.4126984179019928
267.0,486.0,0.0008,0.24,478.0,9e-05,0.59,0.0006000000000000001,0.4588607549667358
88.0,65.0,0.0,0.38,389.0,0.6000000000000001,0.06,0.006999999999999999,0.4208860695362091
10.0,383.0,0.09,0.7,310.0,0.06,0.34,6.000000000000002e-05,0.4246031641960144
262.0,162.0,8e-05,0.5,160.0,0.0,0.72,0.06,0.5
455.0,232.0,0.2,0.1,49.0,2e-05,0.73,0.0009000000000000002,0.4968354403972626
375.0,266.0,0.06,0.77,88.0,0.005,0.77,6.000000000000002e-05,0.5221518874168396
13.0,489.0,0.7000000000000001,0.28,416.0,0.9,0.57,1e-05,0.4253968298435211
390.0,159.0,0.0007,0.64,70.0,0.0001,0.08,9e-05,0.4651898741722107
316.0,229.0,0.0005,0.26,156.0,0.002,0.26,0.1,0.4126984179019928
168.0,390.0,0.0009000000000000002,0.36,419.0,0.0009000000000000002,0.15,0.6000000000000001,0.4126984179019928
160.0,120.0,6.000000000000002e-05,0.68,41.0,0.9,0.71,1e-05,0.5126582384109497
253.0,65.0,0.0004,0.48,81.0,0.03,0.14,0.6000000000000001,0.4126984179019928
200.0,234.0,0.1,0.53,320.0,0.0004,0.67,8e-06,0.5221518874168396
56.0,333.0,3.000000000000001e-05,0.41,475.0,0.09,0.21,0.0006000000000000001,0.5126582384109497
379.0,99.0,0.09,0.38,242.0,3.000000000000001e-05,0.59,7.000000000000001e-05,0.4936708807945252
168.0,234.0,6.000000000000002e-05,0.27,87.0,0.07,0.14,0.002,0.4651898741722107
